file_path	file_role	accession	assembly_code	annotation_code	sample_code	dataset_code	md5
/home/labuser/rdcheng/gd/manual_files/TEs.TG49.tar.gz	TEs	TG49	ASM_TG49				
/home/labuser/rdcheng/gd/manual_files/TEs.TG50.tar.gz	TEs	TG50	ASM_TG50				
/home/labuser/rdcheng/gd/manual_files/TEs.TG53.tar.gz	TEs	TG53	ASM_TG53				
/home/labuser/rdcheng/gd/manual_files/TEs.TG55.tar.gz	TEs	TG55	ASM_TG55				
/home/labuser/rdcheng/gd/manual_files/TEs.TG56.tar.gz	TEs	TG56	ASM_TG56				
/home/labuser/rdcheng/gd/manual_files/TEs.TG59.tar.gz	TEs	TG59	ASM_TG59				
/home/labuser/rdcheng/gd/manual_files/TEs.TG61.tar.gz	TEs	TG61	ASM_TG61				
/home/labuser/rdcheng/gd/manual_files/TEs.TG63.tar.gz	TEs	TG63	ASM_TG63				
/home/labuser/rdcheng/gd/manual_files/TEs.TG65.tar.gz	TEs	TG65	ASM_TG65				
/home/labuser/rdcheng/gd/manual_files/TEs.TG68.tar.gz	TEs	TG68	ASM_TG68				
/home/labuser/rdcheng/gd/manual_files/TEs.TG6.tar.gz	TEs	TG6	ASM_TG6				
/home/labuser/rdcheng/gd/manual_files/TEs.TG70.tar.gz	TEs	TG70	ASM_TG70				
/home/labuser/rdcheng/gd/manual_files/TEs.TG80.tar.gz	TEs	TG80	ASM_TG80				
/home/labuser/rdcheng/gd/manual_files/TEs.TG81.tar.gz	TEs	TG81	ASM_TG81				
/home/labuser/rdcheng/gd/manual_files/TEs.TG90.tar.gz	TEs	TG90	ASM_TG90				
/home/labuser/rdcheng/gd/manual_files/TEs.TG9.tar.gz	TEs	TG9	ASM_TG9				
/home/labuser/rdcheng/gd/manual_files/TEs.TM.tar.gz	TEs	TM	ASM_TM				
/home/labuser/rdcheng/gd/manual_files/TEs.Toyo.tar.gz	TEs	Toyo	ASM_Toyo				
/home/labuser/rdcheng/gd/manual_files/TEs.Tumba.tar.gz	TEs	Tumba	ASM_Tumba				
/home/labuser/rdcheng/gd/manual_files/TEs.WSSM.tar.gz	TEs	WSSM	ASM_WSSM				
/home/labuser/rdcheng/gd/manual_files/TEs.WW8.tar.gz	TEs	WW8	ASM_WW8				
/home/labuser/rdcheng/gd/manual_files/TEs.WYG3.tar.gz	TEs	WYG3	ASM_WYG3				
/home/labuser/rdcheng/gd/manual_files/TEs.WYJ3.tar.gz	TEs	WYJ3	ASM_WYJ3				
/home/labuser/rdcheng/gd/manual_files/TEs.XL628S.tar.gz	TEs	XL628S	ASM_XL628S				
/home/labuser/rdcheng/gd/manual_files/TEs.XS134.tar.gz	TEs	XS134	ASM_XS134				
/home/labuser/rdcheng/gd/manual_files/TEs.XYXZ.tar.gz	TEs	XYXZ	ASM_XYXZ				
/home/labuser/rdcheng/gd/manual_files/TEs.Y3551.tar.gz	TEs	Y3551	ASM_Y3551				
/home/labuser/rdcheng/gd/manual_files/TEs.Y4B.tar.gz	TEs	Y4B	ASM_Y4B				
/home/labuser/rdcheng/gd/manual_files/TEs.Y58S.tar.gz	TEs	Y58S	ASM_Y58S				
/home/labuser/rdcheng/gd/manual_files/TEs.YF47.tar.gz	TEs	YF47	ASM_YF47				
/home/labuser/rdcheng/gd/manual_files/TEs.YJSM.tar.gz	TEs	YJSM	ASM_YJSM				
/home/labuser/rdcheng/gd/manual_files/TEs.YX1.tar.gz	TEs	YX1	ASM_YX1				
/home/labuser/rdcheng/gd/manual_files/TEs.YZX.tar.gz	TEs	YZX	ASM_YZX				
/home/labuser/rdcheng/gd/manual_files/TEs.Z9311S.tar.gz	TEs	Z9311S	ASM_Z9311S				
/home/labuser/rdcheng/gd/manual_files/TEs.ZH11.tar.gz	TEs	ZH11	ASM_ZH11				
/home/labuser/rdcheng/gd/manual_files/TEs.ZS97RS3.tar.gz	TEs	ZS97RS3	ASM_ZS97RS3				
/home/labuser/rdcheng/gd/manual_files/annotation.02428.gff	annotation	02428	ASM_02428	ANN_02428			
/home/labuser/rdcheng/gd/manual_files/annotation.117425.gff	annotation	117425	ASM_117425	ANN_117425			
/home/labuser/rdcheng/gd/manual_files/annotation.117534.gff	annotation	117534	ASM_117534	ANN_117534			
/home/labuser/rdcheng/gd/manual_files/annotation.125619.gff	annotation	125619	ASM_125619	ANN_125619			
/home/labuser/rdcheng/gd/manual_files/annotation.125827.gff	annotation	125827	ASM_125827	ANN_125827			
/home/labuser/rdcheng/gd/manual_files/annotation.127518.gff	annotation	127518	ASM_127518	ANN_127518			
/home/labuser/rdcheng/gd/manual_files/annotation.127564.gff	annotation	127564	ASM_127564	ANN_127564			
/home/labuser/rdcheng/gd/manual_files/annotation.127652.gff	annotation	127652	ASM_127652	ANN_127652			
/home/labuser/rdcheng/gd/manual_files/annotation.127742.gff	annotation	127742	ASM_127742	ANN_127742			
/home/labuser/rdcheng/gd/manual_files/annotation.128077.gff	annotation	128077	ASM_128077	ANN_128077			
/home/labuser/rdcheng/gd/manual_files/annotation.132278.gff	annotation	132278	ASM_132278	ANN_132278			
/home/labuser/rdcheng/gd/manual_files/annotation.132424.gff	annotation	132424	ASM_132424	ANN_132424			
/home/labuser/rdcheng/gd/manual_files/annotation.17S.gff	annotation	17S	ASM_17S	ANN_17S			
/home/labuser/rdcheng/gd/manual_files/annotation.201B.gff	annotation	201B	ASM_201B	ANN_201B			
/home/labuser/rdcheng/gd/manual_files/annotation.33S.gff	annotation	33S	ASM_33S	ANN_33S			
/home/labuser/rdcheng/gd/manual_files/annotation.3R11.gff	annotation	3R11	ASM_3R11	ANN_3R11			
/home/labuser/rdcheng/gd/manual_files/annotation.3R17.gff	annotation	3R17	ASM_3R17	ANN_3R17			
/home/labuser/rdcheng/gd/manual_files/annotation.3R25.gff	annotation	3R25	ASM_3R25	ANN_3R25			
/home/labuser/rdcheng/gd/manual_files/annotation.3R30.gff	annotation	3R30	ASM_3R30	ANN_3R30			
/home/labuser/rdcheng/gd/manual_files/annotation.3R34.gff	annotation	3R34	ASM_3R34	ANN_3R34			
/home/labuser/rdcheng/gd/manual_files/annotation.66S.gff	annotation	66S	ASM_66S	ANN_66S			
/home/labuser/rdcheng/gd/manual_files/annotation.923.gff	annotation	923	ASM_923	ANN_923			
/home/labuser/rdcheng/gd/manual_files/centromere.17S.bed	centromere	17S	ASM_17S				
/home/labuser/rdcheng/gd/manual_files/annotation.AUS449.gff	annotation	AUS449	ASM_AUS449	ANN_AUS449			
/home/labuser/rdcheng/gd/manual_files/annotation.Azucena.gff	annotation	Azucena	ASM_Azucena	ANN_Azucena			
/home/labuser/rdcheng/gd/manual_files/annotation.Balilla.gff	annotation	Balilla	ASM_Balilla	ANN_Balilla			
/home/labuser/rdcheng/gd/manual_files/annotation.Basmati1.gff	annotation	Basmati1	ASM_Basmati1	ANN_Basmati1			
/home/labuser/rdcheng/gd/manual_files/annotation.Basmati334.gff	annotation	Basmati334	ASM_Basmati334	ANN_Basmati334			
/home/labuser/rdcheng/gd/manual_files/annotation.C62S.gff	annotation	C62S	ASM_C62S	ANN_C62S			
/home/labuser/rdcheng/gd/manual_files/annotation.C7.gff	annotation	C7	ASM_C7	ANN_C7			
/home/labuser/rdcheng/gd/manual_files/annotation.CG14.gff	annotation	CG14	ASM_CG14	ANN_CG14			
/home/labuser/rdcheng/gd/manual_files/annotation.CJS.gff	annotation	CJS	ASM_CJS	ANN_CJS			
/home/labuser/rdcheng/gd/manual_files/annotation.CN1.gff	annotation	CN1	ASM_CN1	ANN_CN1			
/home/labuser/rdcheng/gd/manual_files/annotation.D62.gff	annotation	D62	ASM_D62	ANN_D62			
/home/labuser/rdcheng/gd/manual_files/annotation.DG.gff	annotation	DG	ASM_DG	ANN_DG			
/home/labuser/rdcheng/gd/manual_files/annotation.DHX2.gff	annotation	DHX2	ASM_DHX2	ANN_DHX2			
/home/labuser/rdcheng/gd/manual_files/annotation.DomSufid.gff	annotation	DomSufid	ASM_DomSufid	ANN_DomSufid			
/home/labuser/rdcheng/gd/manual_files/annotation.DR11.gff	annotation	DR11	ASM_DR11	ANN_DR11			
/home/labuser/rdcheng/gd/manual_files/annotation.DR12.gff	annotation	DR12	ASM_DR12	ANN_DR12			
/home/labuser/rdcheng/gd/manual_files/annotation.DR13.gff	annotation	DR13	ASM_DR13	ANN_DR13			
/home/labuser/rdcheng/gd/manual_files/annotation.DR14.gff	annotation	DR14	ASM_DR14	ANN_DR14			
/home/labuser/rdcheng/gd/manual_files/annotation.DR15.gff	annotation	DR15	ASM_DR15	ANN_DR15			
/home/labuser/rdcheng/gd/manual_files/annotation.DR16.gff	annotation	DR16	ASM_DR16	ANN_DR16			
/home/labuser/rdcheng/gd/manual_files/annotation.DR17.gff	annotation	DR17	ASM_DR17	ANN_DR17			
/home/labuser/rdcheng/gd/manual_files/annotation.DR18.gff	annotation	DR18	ASM_DR18	ANN_DR18			
/home/labuser/rdcheng/gd/manual_files/annotation.DR1.gff	annotation	DR1	ASM_DR1	ANN_DR1			
/home/labuser/rdcheng/gd/manual_files/annotation.DR20.gff	annotation	DR20	ASM_DR20	ANN_DR20			
/home/labuser/rdcheng/gd/manual_files/annotation.DR2.gff	annotation	DR2	ASM_DR2	ANN_DR2			
/home/labuser/rdcheng/gd/manual_files/annotation.DR3.gff	annotation	DR3	ASM_DR3	ANN_DR3			
/home/labuser/rdcheng/gd/manual_files/annotation.DR4.gff	annotation	DR4	ASM_DR4	ANN_DR4			
/home/labuser/rdcheng/gd/manual_files/annotation.DR5.gff	annotation	DR5	ASM_DR5	ANN_DR5			
/home/labuser/rdcheng/gd/manual_files/annotation.DR6.gff	annotation	DR6	ASM_DR6	ANN_DR6			
/home/labuser/rdcheng/gd/manual_files/annotation.DR7.gff	annotation	DR7	ASM_DR7	ANN_DR7			
/home/labuser/rdcheng/gd/manual_files/annotation.DR8.gff	annotation	DR8	ASM_DR8	ANN_DR8			
/home/labuser/rdcheng/gd/manual_files/annotation.DR9.gff	annotation	DR9	ASM_DR9	ANN_DR9			
/home/labuser/rdcheng/gd/manual_files/annotation.Dular.gff	annotation	Dular	ASM_Dular	ANN_Dular			
/home/labuser/rdcheng/gd/manual_files/annotation.FH838.gff	annotation	FH838	ASM_FH838	ANN_FH838			
/home/labuser/rdcheng/gd/manual_files/annotation.FS32.gff	annotation	FS32	ASM_FS32	ANN_FS32			
/home/labuser/rdcheng/gd/manual_files/annotation.G46.gff	annotation	G46	ASM_G46	ANN_G46			
/home/labuser/rdcheng/gd/manual_files/annotation.G630.gff	annotation	G630	ASM_G630	ANN_G630			
/home/labuser/rdcheng/gd/manual_files/annotation.G8.gff	annotation	G8	ASM_G8	ANN_G8			
/home/labuser/rdcheng/gd/manual_files/annotation.GWX30.gff	annotation	GWX30	ASM_GWX30	ANN_GWX30			
/home/labuser/rdcheng/gd/manual_files/annotation.HBK.gff	annotation	HBK	ASM_HBK	ANN_HBK			
/home/labuser/rdcheng/gd/manual_files/annotation.HHZ.gff	annotation	HHZ	ASM_HHZ	ANN_HHZ			
/home/labuser/rdcheng/gd/manual_files/annotation.HMXRS1.gff	annotation	HMXRS1	ASM_HMXRS1	ANN_HMXRS1			
/home/labuser/rdcheng/gd/manual_files/annotation.HMZ.gff	annotation	HMZ	ASM_HMZ	ANN_HMZ			
/home/labuser/rdcheng/gd/manual_files/annotation.HZ.gff	annotation	HZ	ASM_HZ	ANN_HZ			
/home/labuser/rdcheng/gd/manual_files/annotation.II32.gff	annotation	II32	ASM_II32	ANN_II32			
/home/labuser/rdcheng/gd/manual_files/annotation.IR64.gff	annotation	IR64	ASM_IR64	ANN_IR64			
/home/labuser/rdcheng/gd/manual_files/annotation.IR8.gff	annotation	IR8	ASM_IR8	ANN_IR8			
/home/labuser/rdcheng/gd/manual_files/centromere.125619.bed	centromere	125619	ASM_125619				
/home/labuser/rdcheng/gd/manual_files/centromere.127518.bed	centromere	127518	ASM_127518				
/home/labuser/rdcheng/gd/manual_files/centromere.127652.bed	centromere	127652	ASM_127652				
/home/labuser/rdcheng/gd/manual_files/centromere.128077.bed	centromere	128077	ASM_128077				
/home/labuser/rdcheng/gd/manual_files/annotation.J4155.gff	annotation	J4155	ASM_J4155	ANN_J4155			
/home/labuser/rdcheng/gd/manual_files/annotation.J4155S.gff	annotation	J4155S	ASM_J4155S	ANN_J4155S			
/home/labuser/rdcheng/gd/manual_files/annotation.JR2031.gff	annotation	JR2031	ASM_JR2031	ANN_JR2031			
/home/labuser/rdcheng/gd/manual_files/codon.OglaRS2.tar.gz	codon	OglaRS2	ASM_OglaRS2				
/home/labuser/rdcheng/gd/manual_files/annotation.Kosh.gff	annotation	Kosh	ASM_Kosh	ANN_Kosh			
/home/labuser/rdcheng/gd/manual_files/annotation.KY131.gff	annotation	KY131	ASM_KY131	ANN_KY131			
/home/labuser/rdcheng/gd/manual_files/annotation.LDXZ.gff	annotation	LDXZ	ASM_LDXZ	ANN_LDXZ			
/home/labuser/rdcheng/gd/manual_files/annotation.Lemont.gff	annotation	Lemont	ASM_Lemont	ANN_Lemont			
/home/labuser/rdcheng/gd/manual_files/annotation.LJ.gff	annotation	LJ	ASM_LJ	ANN_LJ			
/home/labuser/rdcheng/gd/manual_files/annotation.LK638S.gff	annotation	LK638S	ASM_LK638S	ANN_LK638S			
/home/labuser/rdcheng/gd/manual_files/annotation.LTH.gff	annotation	LTH	ASM_LTH	ANN_LTH			
/home/labuser/rdcheng/gd/manual_files/annotation.MH63RS3.gff	annotation	MH63RS3	ASM_MH63RS3	ANN_MH63RS3			
/home/labuser/rdcheng/gd/manual_files/annotation.Mitak.gff	annotation	Mitak	ASM_Mitak	ANN_Mitak			
/home/labuser/rdcheng/gd/manual_files/annotation.NamRoo.gff	annotation	NamRoo	ASM_NamRoo	ANN_NamRoo			
/home/labuser/rdcheng/gd/manual_files/annotation.Nipponbare.gff	annotation	Nipponbare	ASM_Nipponbare	ANN_Nipponbare			
/home/labuser/rdcheng/gd/manual_files/annotation.ObarRS3.gff	annotation	ObarRS3	ASM_ObarRS3	ANN_ObarRS3			
/home/labuser/rdcheng/gd/manual_files/annotation.OglaRS2.gff	annotation	OglaRS2	ASM_OglaRS2	ANN_OglaRS2			
/home/labuser/rdcheng/gd/manual_files/annotation.OgluRS3.gff	annotation	OgluRS3	ASM_OgluRS3	ANN_OgluRS3			
/home/labuser/rdcheng/gd/manual_files/annotation.OmerRS3.gff	annotation	OmerRS3	ASM_OmerRS3	ANN_OmerRS3			
/home/labuser/rdcheng/gd/manual_files/annotation.OnivRS2.gff	annotation	OnivRS2	ASM_OnivRS2	ANN_OnivRS2			
/home/labuser/rdcheng/gd/manual_files/codon.ObarRS3.tar.gz	codon	ObarRS3	ASM_ObarRS3				
/home/labuser/rdcheng/gd/manual_files/codon.OgluRS3.tar.gz	codon	OgluRS3	ASM_OgluRS3				
/home/labuser/rdcheng/gd/manual_files/annotation.P64S.gff	annotation	P64S	ASM_P64S	ANN_P64S			
/home/labuser/rdcheng/gd/manual_files/annotation.R498.gff	annotation	R498	ASM_R498	ANN_R498			
/home/labuser/rdcheng/gd/manual_files/annotation.R527.gff	annotation	R527	ASM_R527	ANN_R527			
/home/labuser/rdcheng/gd/manual_files/annotation.R70.gff	annotation	R70	ASM_R70	ANN_R70			
/home/labuser/rdcheng/gd/manual_files/annotation.R9311.gff	annotation	R9311	ASM_R9311	ANN_R9311			
/home/labuser/rdcheng/gd/manual_files/annotation.S548.gff	annotation	S548	ASM_S548	ANN_S548			
/home/labuser/rdcheng/gd/manual_files/annotation.TF.gff	annotation	TF	ASM_TF	ANN_TF			
/home/labuser/rdcheng/gd/manual_files/annotation.TM.gff	annotation	TM	ASM_TM	ANN_TM			
/home/labuser/rdcheng/gd/manual_files/centromere.201B.bed	centromere	201B	ASM_201B				
/home/labuser/rdcheng/gd/manual_files/annotation.Tumba.gff	annotation	Tumba	ASM_Tumba	ANN_Tumba			
/home/labuser/rdcheng/gd/manual_files/annotation.WSSM.gff	annotation	WSSM	ASM_WSSM	ANN_WSSM			
/home/labuser/rdcheng/gd/manual_files/annotation.WYJ3.gff	annotation	WYJ3	ASM_WYJ3	ANN_WYJ3			
/home/labuser/rdcheng/gd/manual_files/annotation.XL628S.gff	annotation	XL628S	ASM_XL628S	ANN_XL628S			
/home/labuser/rdcheng/gd/manual_files/annotation.XS134.gff	annotation	XS134	ASM_XS134	ANN_XS134			
/home/labuser/rdcheng/gd/manual_files/annotation.XYXZ.gff	annotation	XYXZ	ASM_XYXZ	ANN_XYXZ			
/home/labuser/rdcheng/gd/manual_files/annotation.Y3551.gff	annotation	Y3551	ASM_Y3551	ANN_Y3551			
/home/labuser/rdcheng/gd/manual_files/annotation.Y4B.gff	annotation	Y4B	ASM_Y4B	ANN_Y4B			
/home/labuser/rdcheng/gd/manual_files/annotation.Y58S.gff	annotation	Y58S	ASM_Y58S	ANN_Y58S			
/home/labuser/rdcheng/gd/manual_files/annotation.YJSM.gff	annotation	YJSM	ASM_YJSM	ANN_YJSM			
/home/labuser/rdcheng/gd/manual_files/annotation.YX1.gff	annotation	YX1	ASM_YX1	ANN_YX1			
/home/labuser/rdcheng/gd/manual_files/annotation.YZX.gff	annotation	YZX	ASM_YZX	ANN_YZX			
/home/labuser/rdcheng/gd/manual_files/annotation.Z9311S.gff	annotation	Z9311S	ASM_Z9311S	ANN_Z9311S			
/home/labuser/rdcheng/gd/manual_files/annotation.ZH11.gff	annotation	ZH11	ASM_ZH11	ANN_ZH11			
/home/labuser/rdcheng/gd/manual_files/annotation.ZS97RS3.gff	annotation	ZS97RS3	ASM_ZS97RS3	ANN_ZS97RS3			
/home/labuser/rdcheng/gd/manual_files/genome.02428.fasta	genome	02428	ASM_02428				
/home/labuser/rdcheng/gd/manual_files/genome.117425.fasta	genome	117425	ASM_117425				
/home/labuser/rdcheng/gd/manual_files/genome.117534.fasta	genome	117534	ASM_117534				
/home/labuser/rdcheng/gd/manual_files/genome.125619.fasta	genome	125619	ASM_125619				
/home/labuser/rdcheng/gd/manual_files/genome.125827.fasta	genome	125827	ASM_125827				
/home/labuser/rdcheng/gd/manual_files/genome.127518.fasta	genome	127518	ASM_127518				
/home/labuser/rdcheng/gd/manual_files/genome.127564.fasta	genome	127564	ASM_127564				
/home/labuser/rdcheng/gd/manual_files/genome.127652.fasta	genome	127652	ASM_127652				
/home/labuser/rdcheng/gd/manual_files/genome.127742.fasta	genome	127742	ASM_127742				
/home/labuser/rdcheng/gd/manual_files/genome.128077.fasta	genome	128077	ASM_128077				
/home/labuser/rdcheng/gd/manual_files/genome.132278.fasta	genome	132278	ASM_132278				
/home/labuser/rdcheng/gd/manual_files/genome.132424.fasta	genome	132424	ASM_132424				
/home/labuser/rdcheng/gd/manual_files/genome.17S.fasta	genome	17S	ASM_17S				
/home/labuser/rdcheng/gd/manual_files/genome.201B.fasta	genome	201B	ASM_201B				
/home/labuser/rdcheng/gd/manual_files/genome.33S.fasta	genome	33S	ASM_33S				
/home/labuser/rdcheng/gd/manual_files/genome.3R11.fasta	genome	3R11	ASM_3R11				
/home/labuser/rdcheng/gd/manual_files/genome.3R17.fasta	genome	3R17	ASM_3R17				
/home/labuser/rdcheng/gd/manual_files/genome.3R25.fasta	genome	3R25	ASM_3R25				
/home/labuser/rdcheng/gd/manual_files/genome.3R30.fasta	genome	3R30	ASM_3R30				
/home/labuser/rdcheng/gd/manual_files/genome.3R34.fasta	genome	3R34	ASM_3R34				
/home/labuser/rdcheng/gd/manual_files/genome.66S.fasta	genome	66S	ASM_66S				
/home/labuser/rdcheng/gd/manual_files/genome.923.fasta	genome	923	ASM_923				
/home/labuser/rdcheng/gd/manual_files/genome.Aikoku.fasta	genome	Aikoku	ASM_Aikoku				
/home/labuser/rdcheng/gd/manual_files/genome.Akita.fasta	genome	Akita	ASM_Akita				
/home/labuser/rdcheng/gd/manual_files/genome.AUS449.fasta	genome	AUS449	ASM_AUS449				
/home/labuser/rdcheng/gd/manual_files/genome.Azucena.fasta	genome	Azucena	ASM_Azucena				
/home/labuser/rdcheng/gd/manual_files/genome.Balilla.fasta	genome	Balilla	ASM_Balilla				
/home/labuser/rdcheng/gd/manual_files/genome.Basmati1.fasta	genome	Basmati1	ASM_Basmati1				
/home/labuser/rdcheng/gd/manual_files/genome.Basmati334.fasta	genome	Basmati334	ASM_Basmati334				
/home/labuser/rdcheng/gd/manual_files/genome.C62S.fasta	genome	C62S	ASM_C62S				
/home/labuser/rdcheng/gd/manual_files/genome.C7.fasta	genome	C7	ASM_C7				
/home/labuser/rdcheng/gd/manual_files/genome.CG14.fasta	genome	CG14	ASM_CG14				
/home/labuser/rdcheng/gd/manual_files/genome.CJS.fasta	genome	CJS	ASM_CJS				
/home/labuser/rdcheng/gd/manual_files/genome.CN1.fasta	genome	CN1	ASM_CN1				
/home/labuser/rdcheng/gd/manual_files/genome.D62.fasta	genome	D62	ASM_D62				
/home/labuser/rdcheng/gd/manual_files/genome.DG.fasta	genome	DG	ASM_DG				
/home/labuser/rdcheng/gd/manual_files/genome.DHX2.fasta	genome	DHX2	ASM_DHX2				
/home/labuser/rdcheng/gd/manual_files/genome.DomSufid.fasta	genome	DomSufid	ASM_DomSufid				
/home/labuser/rdcheng/gd/manual_files/genome.DR11.fasta	genome	DR11	ASM_DR11				
/home/labuser/rdcheng/gd/manual_files/genome.DR12.fasta	genome	DR12	ASM_DR12				
/home/labuser/rdcheng/gd/manual_files/genome.DR13.fasta	genome	DR13	ASM_DR13				
/home/labuser/rdcheng/gd/manual_files/genome.DR14.fasta	genome	DR14	ASM_DR14				
/home/labuser/rdcheng/gd/manual_files/genome.DR15.fasta	genome	DR15	ASM_DR15				
/home/labuser/rdcheng/gd/manual_files/genome.DR16.fasta	genome	DR16	ASM_DR16				
/home/labuser/rdcheng/gd/manual_files/genome.DR17.fasta	genome	DR17	ASM_DR17				
/home/labuser/rdcheng/gd/manual_files/genome.DR18.fasta	genome	DR18	ASM_DR18				
/home/labuser/rdcheng/gd/manual_files/genome.DR1.fasta	genome	DR1	ASM_DR1				
/home/labuser/rdcheng/gd/manual_files/genome.DR20.fasta	genome	DR20	ASM_DR20				
/home/labuser/rdcheng/gd/manual_files/genome.DR2.fasta	genome	DR2	ASM_DR2				
/home/labuser/rdcheng/gd/manual_files/genome.DR3.fasta	genome	DR3	ASM_DR3				
/home/labuser/rdcheng/gd/manual_files/genome.DR4.fasta	genome	DR4	ASM_DR4				
/home/labuser/rdcheng/gd/manual_files/genome.DR5.fasta	genome	DR5	ASM_DR5				
/home/labuser/rdcheng/gd/manual_files/genome.DR6.fasta	genome	DR6	ASM_DR6				
/home/labuser/rdcheng/gd/manual_files/genome.DR7.fasta	genome	DR7	ASM_DR7				
/home/labuser/rdcheng/gd/manual_files/genome.DR8.fasta	genome	DR8	ASM_DR8				
/home/labuser/rdcheng/gd/manual_files/genome.DR9.fasta	genome	DR9	ASM_DR9				
/home/labuser/rdcheng/gd/manual_files/genome.Dular.fasta	genome	Dular	ASM_Dular				
/home/labuser/rdcheng/gd/manual_files/genome.FH838.fasta	genome	FH838	ASM_FH838				
/home/labuser/rdcheng/gd/manual_files/genome.117534_N22_18ng.fasta	genome	117534_N22_18ng	ASM_117534_N22_18ng				
/home/labuser/rdcheng/gd/manual_files/centromere.117425.bed	centromere	117425	ASM_117425				
/home/labuser/rdcheng/gd/manual_files/centromere.117534.bed	centromere	117534	ASM_117534				
/home/labuser/rdcheng/gd/manual_files/centromere.125827.bed	centromere	125827	ASM_125827				
/home/labuser/rdcheng/gd/manual_files/centromere.127564.bed	centromere	127564	ASM_127564				
/home/labuser/rdcheng/gd/manual_files/centromere.127742.bed	centromere	127742	ASM_127742				
/home/labuser/rdcheng/gd/manual_files/centromere.132278.bed	centromere	132278	ASM_132278				
/home/labuser/rdcheng/gd/manual_files/centromere.132424.bed	centromere	132424	ASM_132424				
/home/labuser/rdcheng/gd/manual_files/centromere.33S.bed	centromere	33S	ASM_33S				
/home/labuser/rdcheng/gd/manual_files/centromere.3R11.bed	centromere	3R11	ASM_3R11				
/home/labuser/rdcheng/gd/manual_files/centromere.3R17.bed	centromere	3R17	ASM_3R17				
/home/labuser/rdcheng/gd/manual_files/centromere.3R25.bed	centromere	3R25	ASM_3R25				
/home/labuser/rdcheng/gd/manual_files/centromere.3R30.bed	centromere	3R30	ASM_3R30				
/home/labuser/rdcheng/gd/manual_files/centromere.3R34.bed	centromere	3R34	ASM_3R34				
/home/labuser/rdcheng/gd/manual_files/centromere.66S.bed	centromere	66S	ASM_66S				
/home/labuser/rdcheng/gd/manual_files/centromere.923.bed	centromere	923	ASM_923				
/home/labuser/rdcheng/gd/manual_files/centromere.Aikoku.bed	centromere	Aikoku	ASM_Aikoku				
/home/labuser/rdcheng/gd/manual_files/centromere.Akita.bed	centromere	Akita	ASM_Akita				
/home/labuser/rdcheng/gd/manual_files/centromere.AUS449.bed	centromere	AUS449	ASM_AUS449				
/home/labuser/rdcheng/gd/manual_files/centromere.Azucena.bed	centromere	Azucena	ASM_Azucena				
/home/labuser/rdcheng/gd/manual_files/centromere.Balilla.bed	centromere	Balilla	ASM_Balilla				
/home/labuser/rdcheng/gd/manual_files/centromere.Basmati1.bed	centromere	Basmati1	ASM_Basmati1				
/home/labuser/rdcheng/gd/manual_files/centromere.Basmati334.bed	centromere	Basmati334	ASM_Basmati334				
/home/labuser/rdcheng/gd/manual_files/centromere.C62S.bed	centromere	C62S	ASM_C62S				
/home/labuser/rdcheng/gd/manual_files/centromere.C7.bed	centromere	C7	ASM_C7				
/home/labuser/rdcheng/gd/manual_files/centromere.CG14.bed	centromere	CG14	ASM_CG14				
/home/labuser/rdcheng/gd/manual_files/centromere.CJS.bed	centromere	CJS	ASM_CJS				
/home/labuser/rdcheng/gd/manual_files/centromere.CN1.bed	centromere	CN1	ASM_CN1				
/home/labuser/rdcheng/gd/manual_files/centromere.D62.bed	centromere	D62	ASM_D62				
/home/labuser/rdcheng/gd/manual_files/centromere.DG.bed	centromere	DG	ASM_DG				
/home/labuser/rdcheng/gd/manual_files/centromere.DHX2.bed	centromere	DHX2	ASM_DHX2				
/home/labuser/rdcheng/gd/manual_files/centromere.DomSufid.bed	centromere	DomSufid	ASM_DomSufid				
/home/labuser/rdcheng/gd/manual_files/centromere.DR11.bed	centromere	DR11	ASM_DR11				
/home/labuser/rdcheng/gd/manual_files/centromere.DR12.bed	centromere	DR12	ASM_DR12				
/home/labuser/rdcheng/gd/manual_files/centromere.DR13.bed	centromere	DR13	ASM_DR13				
/home/labuser/rdcheng/gd/manual_files/centromere.DR14.bed	centromere	DR14	ASM_DR14				
/home/labuser/rdcheng/gd/manual_files/centromere.DR15.bed	centromere	DR15	ASM_DR15				
/home/labuser/rdcheng/gd/manual_files/centromere.DR16.bed	centromere	DR16	ASM_DR16				
/home/labuser/rdcheng/gd/manual_files/centromere.DR17.bed	centromere	DR17	ASM_DR17				
/home/labuser/rdcheng/gd/manual_files/centromere.DR18.bed	centromere	DR18	ASM_DR18				
/home/labuser/rdcheng/gd/manual_files/centromere.DR1.bed	centromere	DR1	ASM_DR1				
/home/labuser/rdcheng/gd/manual_files/centromere.DR20.bed	centromere	DR20	ASM_DR20				
/home/labuser/rdcheng/gd/manual_files/centromere.DR2.bed	centromere	DR2	ASM_DR2				
/home/labuser/rdcheng/gd/manual_files/centromere.DR3.bed	centromere	DR3	ASM_DR3				
/home/labuser/rdcheng/gd/manual_files/centromere.DR4.bed	centromere	DR4	ASM_DR4				
/home/labuser/rdcheng/gd/manual_files/centromere.DR5.bed	centromere	DR5	ASM_DR5				
/home/labuser/rdcheng/gd/manual_files/centromere.DR6.bed	centromere	DR6	ASM_DR6				
