sample_code	sample_name	species_code	accession	tissue	treatment	replicate	data_type	description	experiment_accession	biosample_accession	run_count	run_accessions	ena_study	instrument_platform	instrument_model
ERX12707337	W1550_seedling	ORYZA_RUFIPOGON	W1550	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396765; ENA_sample=ERS18417346; Experiment=ERX12707337; Run=ERR13336371; source=ENA PRJEB73710	ERX12707337	SAMEA115396765	1	ERR13336371	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707477	W1550_leaf	ORYZA_RUFIPOGON	W1550	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396765; ENA_sample=ERS18417346; Experiment=ERX12707477; Run=ERR13336511; source=ENA PRJEB73710	ERX12707477	SAMEA115396765	1	ERR13336511	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707624	W1550_root	ORYZA_RUFIPOGON	W1550	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396765; ENA_sample=ERS18417346; Experiment=ERX12707624; Run=ERR13336658; source=ENA PRJEB73710	ERX12707624	SAMEA115396765	1	ERR13336658	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707338	W1552_seedling	ORYZA_RUFIPOGON	W1552	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396766; ENA_sample=ERS18417347; Experiment=ERX12707338; Run=ERR13336372; source=ENA PRJEB73710	ERX12707338	SAMEA115396766	1	ERR13336372	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707478	W1552_leaf	ORYZA_RUFIPOGON	W1552	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396766; ENA_sample=ERS18417347; Experiment=ERX12707478; Run=ERR13336512; source=ENA PRJEB73710	ERX12707478	SAMEA115396766	1	ERR13336512	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707625	W1552_root	ORYZA_RUFIPOGON	W1552	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396766; ENA_sample=ERS18417347; Experiment=ERX12707625; Run=ERR13336659; source=ENA PRJEB73710	ERX12707625	SAMEA115396766	1	ERR13336659	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707208	W1553_fringe	ORYZA_RUFIPOGON	W1553	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396767; ENA_sample=ERS18417348; Experiment=ERX12707208; Run=ERR13336242; source=ENA PRJEB73710	ERX12707208	SAMEA115396767	1	ERR13336242	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707339	W1553_seedling	ORYZA_RUFIPOGON	W1553	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396767; ENA_sample=ERS18417348; Experiment=ERX12707339; Run=ERR13336373; source=ENA PRJEB73710	ERX12707339	SAMEA115396767	1	ERR13336373	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707479	W1553_leaf	ORYZA_RUFIPOGON	W1553	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396767; ENA_sample=ERS18417348; Experiment=ERX12707479; Run=ERR13336513; source=ENA PRJEB73710	ERX12707479	SAMEA115396767	1	ERR13336513	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707626	W1553_root	ORYZA_RUFIPOGON	W1553	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396767; ENA_sample=ERS18417348; Experiment=ERX12707626; Run=ERR13336660; source=ENA PRJEB73710	ERX12707626	SAMEA115396767	1	ERR13336660	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707209	W1556_fringe	ORYZA_RUFIPOGON	W1556	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396768; ENA_sample=ERS18417349; Experiment=ERX12707209; Run=ERR13336243; source=ENA PRJEB73710	ERX12707209	SAMEA115396768	1	ERR13336243	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707340	W1556_seedling	ORYZA_RUFIPOGON	W1556	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396768; ENA_sample=ERS18417349; Experiment=ERX12707340; Run=ERR13336374; source=ENA PRJEB73710	ERX12707340	SAMEA115396768	1	ERR13336374	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707480	W1556_leaf	ORYZA_RUFIPOGON	W1556	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396768; ENA_sample=ERS18417349; Experiment=ERX12707480; Run=ERR13336514; source=ENA PRJEB73710	ERX12707480	SAMEA115396768	1	ERR13336514	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707627	W1556_root	ORYZA_RUFIPOGON	W1556	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396768; ENA_sample=ERS18417349; Experiment=ERX12707627; Run=ERR13336661; source=ENA PRJEB73710	ERX12707627	SAMEA115396768	1	ERR13336661	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707210	W1557_fringe	ORYZA_RUFIPOGON	W1557	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396769; ENA_sample=ERS18417350; Experiment=ERX12707210; Run=ERR13336244; source=ENA PRJEB73710	ERX12707210	SAMEA115396769	1	ERR13336244	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707341	W1557_seedling	ORYZA_RUFIPOGON	W1557	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396769; ENA_sample=ERS18417350; Experiment=ERX12707341; Run=ERR13336375; source=ENA PRJEB73710	ERX12707341	SAMEA115396769	1	ERR13336375	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707481	W1557_leaf	ORYZA_RUFIPOGON	W1557	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396769; ENA_sample=ERS18417350; Experiment=ERX12707481; Run=ERR13336515; source=ENA PRJEB73710	ERX12707481	SAMEA115396769	1	ERR13336515	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707628	W1557_root	ORYZA_RUFIPOGON	W1557	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396769; ENA_sample=ERS18417350; Experiment=ERX12707628; Run=ERR13336662; source=ENA PRJEB73710	ERX12707628	SAMEA115396769	1	ERR13336662	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707211	W1559_fringe	ORYZA_RUFIPOGON	W1559	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396770; ENA_sample=ERS18417351; Experiment=ERX12707211; Run=ERR13336245; source=ENA PRJEB73710	ERX12707211	SAMEA115396770	1	ERR13336245	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707342	W1559_seedling	ORYZA_RUFIPOGON	W1559	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396770; ENA_sample=ERS18417351; Experiment=ERX12707342; Run=ERR13336376; source=ENA PRJEB73710	ERX12707342	SAMEA115396770	1	ERR13336376	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707482	W1559_leaf	ORYZA_RUFIPOGON	W1559	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396770; ENA_sample=ERS18417351; Experiment=ERX12707482; Run=ERR13336516; source=ENA PRJEB73710	ERX12707482	SAMEA115396770	1	ERR13336516	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707629	W1559_root	ORYZA_RUFIPOGON	W1559	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396770; ENA_sample=ERS18417351; Experiment=ERX12707629; Run=ERR13336663; source=ENA PRJEB73710	ERX12707629	SAMEA115396770	1	ERR13336663	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707343	W1619_seedling	ORYZA_RUFIPOGON	W1619	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396771; ENA_sample=ERS18417352; Experiment=ERX12707343; Run=ERR13336377; source=ENA PRJEB73710	ERX12707343	SAMEA115396771	1	ERR13336377	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707483	W1619_leaf	ORYZA_RUFIPOGON	W1619	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396771; ENA_sample=ERS18417352; Experiment=ERX12707483; Run=ERR13336517; source=ENA PRJEB73710	ERX12707483	SAMEA115396771	1	ERR13336517	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707630	W1619_root	ORYZA_RUFIPOGON	W1619	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396771; ENA_sample=ERS18417352; Experiment=ERX12707630; Run=ERR13336664; source=ENA PRJEB73710	ERX12707630	SAMEA115396771	1	ERR13336664	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707212	W1666_fringe	ORYZA_RUFIPOGON	W1666	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396772; ENA_sample=ERS18417353; Experiment=ERX12707212; Run=ERR13336246; source=ENA PRJEB73710	ERX12707212	SAMEA115396772	1	ERR13336246	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707344	W1666_seedling	ORYZA_RUFIPOGON	W1666	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396772; ENA_sample=ERS18417353; Experiment=ERX12707344; Run=ERR13336378; source=ENA PRJEB73710	ERX12707344	SAMEA115396772	1	ERR13336378	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707484	W1666_leaf	ORYZA_RUFIPOGON	W1666	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396772; ENA_sample=ERS18417353; Experiment=ERX12707484; Run=ERR13336518; source=ENA PRJEB73710	ERX12707484	SAMEA115396772	1	ERR13336518	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707631	W1666_root	ORYZA_RUFIPOGON	W1666	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396772; ENA_sample=ERS18417353; Experiment=ERX12707631; Run=ERR13336665; source=ENA PRJEB73710	ERX12707631	SAMEA115396772	1	ERR13336665	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707213	W1668_fringe	ORYZA_RUFIPOGON	W1668	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396773; ENA_sample=ERS18417354; Experiment=ERX12707213; Run=ERR13336247; source=ENA PRJEB73710	ERX12707213	SAMEA115396773	1	ERR13336247	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707345	W1668_seedling	ORYZA_RUFIPOGON	W1668	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396773; ENA_sample=ERS18417354; Experiment=ERX12707345; Run=ERR13336379; source=ENA PRJEB73710	ERX12707345	SAMEA115396773	1	ERR13336379	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707485	W1668_leaf	ORYZA_RUFIPOGON	W1668	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396773; ENA_sample=ERS18417354; Experiment=ERX12707485; Run=ERR13336519; source=ENA PRJEB73710	ERX12707485	SAMEA115396773	1	ERR13336519	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707632	W1668_root	ORYZA_RUFIPOGON	W1668	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396773; ENA_sample=ERS18417354; Experiment=ERX12707632; Run=ERR13336666; source=ENA PRJEB73710	ERX12707632	SAMEA115396773	1	ERR13336666	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707214	W1677_fringe	ORYZA_RUFIPOGON	W1677	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396774; ENA_sample=ERS18417355; Experiment=ERX12707214; Run=ERR13336248; source=ENA PRJEB73710	ERX12707214	SAMEA115396774	1	ERR13336248	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707346	W1677_seedling	ORYZA_RUFIPOGON	W1677	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396774; ENA_sample=ERS18417355; Experiment=ERX12707346; Run=ERR13336380; source=ENA PRJEB73710	ERX12707346	SAMEA115396774	1	ERR13336380	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707486	W1677_leaf	ORYZA_RUFIPOGON	W1677	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396774; ENA_sample=ERS18417355; Experiment=ERX12707486; Run=ERR13336520; source=ENA PRJEB73710	ERX12707486	SAMEA115396774	1	ERR13336520	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707633	W1677_root	ORYZA_RUFIPOGON	W1677	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396774; ENA_sample=ERS18417355; Experiment=ERX12707633; Run=ERR13336667; source=ENA PRJEB73710	ERX12707633	SAMEA115396774	1	ERR13336667	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707215	W1679_fringe	ORYZA_RUFIPOGON	W1679	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396775; ENA_sample=ERS18417356; Experiment=ERX12707215; Run=ERR13336249; source=ENA PRJEB73710	ERX12707215	SAMEA115396775	1	ERR13336249	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707487	W1679_leaf	ORYZA_RUFIPOGON	W1679	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396775; ENA_sample=ERS18417356; Experiment=ERX12707487; Run=ERR13336521; source=ENA PRJEB73710	ERX12707487	SAMEA115396775	1	ERR13336521	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707634	W1679_root	ORYZA_RUFIPOGON	W1679	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396775; ENA_sample=ERS18417356; Experiment=ERX12707634; Run=ERR13336668; source=ENA PRJEB73710	ERX12707634	SAMEA115396775	1	ERR13336668	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707216	W1718_fringe	ORYZA_RUFIPOGON	W1718	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396776; ENA_sample=ERS18417357; Experiment=ERX12707216; Run=ERR13336250; source=ENA PRJEB73710	ERX12707216	SAMEA115396776	1	ERR13336250	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707488	W1718_leaf	ORYZA_RUFIPOGON	W1718	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396776; ENA_sample=ERS18417357; Experiment=ERX12707488; Run=ERR13336522; source=ENA PRJEB73710	ERX12707488	SAMEA115396776	1	ERR13336522	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707635	W1718_root	ORYZA_RUFIPOGON	W1718	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396776; ENA_sample=ERS18417357; Experiment=ERX12707635; Run=ERR13336669; source=ENA PRJEB73710	ERX12707635	SAMEA115396776	1	ERR13336669	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707217	W1719_fringe	ORYZA_RUFIPOGON	W1719	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396777; ENA_sample=ERS18417358; Experiment=ERX12707217; Run=ERR13336251; source=ENA PRJEB73710	ERX12707217	SAMEA115396777	1	ERR13336251	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707347	W1719_seedling	ORYZA_RUFIPOGON	W1719	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396777; ENA_sample=ERS18417358; Experiment=ERX12707347; Run=ERR13336381; source=ENA PRJEB73710	ERX12707347	SAMEA115396777	1	ERR13336381	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707489	W1719_leaf	ORYZA_RUFIPOGON	W1719	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396777; ENA_sample=ERS18417358; Experiment=ERX12707489; Run=ERR13336523; source=ENA PRJEB73710	ERX12707489	SAMEA115396777	1	ERR13336523	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707636	W1719_root	ORYZA_RUFIPOGON	W1719	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396777; ENA_sample=ERS18417358; Experiment=ERX12707636; Run=ERR13336670; source=ENA PRJEB73710	ERX12707636	SAMEA115396777	1	ERR13336670	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707218	W1723_fringe	ORYZA_RUFIPOGON	W1723	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396778; ENA_sample=ERS18417359; Experiment=ERX12707218; Run=ERR13336252; source=ENA PRJEB73710	ERX12707218	SAMEA115396778	1	ERR13336252	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707348	W1723_seedling	ORYZA_RUFIPOGON	W1723	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396778; ENA_sample=ERS18417359; Experiment=ERX12707348; Run=ERR13336382; source=ENA PRJEB73710	ERX12707348	SAMEA115396778	1	ERR13336382	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707490	W1723_leaf	ORYZA_RUFIPOGON	W1723	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396778; ENA_sample=ERS18417359; Experiment=ERX12707490; Run=ERR13336524; source=ENA PRJEB73710	ERX12707490	SAMEA115396778	1	ERR13336524	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707637	W1723_root	ORYZA_RUFIPOGON	W1723	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396778; ENA_sample=ERS18417359; Experiment=ERX12707637; Run=ERR13336671; source=ENA PRJEB73710	ERX12707637	SAMEA115396778	1	ERR13336671	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707219	W1725_fringe	ORYZA_RUFIPOGON	W1725	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396779; ENA_sample=ERS18417360; Experiment=ERX12707219; Run=ERR13336253; source=ENA PRJEB73710	ERX12707219	SAMEA115396779	1	ERR13336253	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707349	W1725_seedling	ORYZA_RUFIPOGON	W1725	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396779; ENA_sample=ERS18417360; Experiment=ERX12707349; Run=ERR13336383; source=ENA PRJEB73710	ERX12707349	SAMEA115396779	1	ERR13336383	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707491	W1725_leaf	ORYZA_RUFIPOGON	W1725	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396779; ENA_sample=ERS18417360; Experiment=ERX12707491; Run=ERR13336525; source=ENA PRJEB73710	ERX12707491	SAMEA115396779	1	ERR13336525	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707638	W1725_root	ORYZA_RUFIPOGON	W1725	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396779; ENA_sample=ERS18417360; Experiment=ERX12707638; Run=ERR13336672; source=ENA PRJEB73710	ERX12707638	SAMEA115396779	1	ERR13336672	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707220	W1726_fringe	ORYZA_RUFIPOGON	W1726	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396780; ENA_sample=ERS18417361; Experiment=ERX12707220; Run=ERR13336254; source=ENA PRJEB73710	ERX12707220	SAMEA115396780	1	ERR13336254	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707350	W1726_seedling	ORYZA_RUFIPOGON	W1726	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396780; ENA_sample=ERS18417361; Experiment=ERX12707350; Run=ERR13336384; source=ENA PRJEB73710	ERX12707350	SAMEA115396780	1	ERR13336384	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707492	W1726_leaf	ORYZA_RUFIPOGON	W1726	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396780; ENA_sample=ERS18417361; Experiment=ERX12707492; Run=ERR13336526; source=ENA PRJEB73710	ERX12707492	SAMEA115396780	1	ERR13336526	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707639	W1726_root	ORYZA_RUFIPOGON	W1726	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396780; ENA_sample=ERS18417361; Experiment=ERX12707639; Run=ERR13336673; source=ENA PRJEB73710	ERX12707639	SAMEA115396780	1	ERR13336673	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707493	W1731_leaf	ORYZA_RUFIPOGON	W1731	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396781; ENA_sample=ERS18417362; Experiment=ERX12707493; Run=ERR13336527; source=ENA PRJEB73710	ERX12707493	SAMEA115396781	1	ERR13336527	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707640	W1731_root	ORYZA_RUFIPOGON	W1731	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396781; ENA_sample=ERS18417362; Experiment=ERX12707640; Run=ERR13336674; source=ENA PRJEB73710	ERX12707640	SAMEA115396781	1	ERR13336674	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707221	W1732_fringe	ORYZA_RUFIPOGON	W1732	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396782; ENA_sample=ERS18417363; Experiment=ERX12707221; Run=ERR13336255; source=ENA PRJEB73710	ERX12707221	SAMEA115396782	1	ERR13336255	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707351	W1732_seedling	ORYZA_RUFIPOGON	W1732	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396782; ENA_sample=ERS18417363; Experiment=ERX12707351; Run=ERR13336385; source=ENA PRJEB73710	ERX12707351	SAMEA115396782	1	ERR13336385	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707494	W1732_leaf	ORYZA_RUFIPOGON	W1732	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396782; ENA_sample=ERS18417363; Experiment=ERX12707494; Run=ERR13336528; source=ENA PRJEB73710	ERX12707494	SAMEA115396782	1	ERR13336528	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707641	W1732_root	ORYZA_RUFIPOGON	W1732	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396782; ENA_sample=ERS18417363; Experiment=ERX12707641; Run=ERR13336675; source=ENA PRJEB73710	ERX12707641	SAMEA115396782	1	ERR13336675	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707222	W1735_fringe	ORYZA_RUFIPOGON	W1735	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396783; ENA_sample=ERS18417364; Experiment=ERX12707222; Run=ERR13336256; source=ENA PRJEB73710	ERX12707222	SAMEA115396783	1	ERR13336256	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707352	W1735_seedling	ORYZA_RUFIPOGON	W1735	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396783; ENA_sample=ERS18417364; Experiment=ERX12707352; Run=ERR13336386; source=ENA PRJEB73710	ERX12707352	SAMEA115396783	1	ERR13336386	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707495	W1735_leaf	ORYZA_RUFIPOGON	W1735	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396783; ENA_sample=ERS18417364; Experiment=ERX12707495; Run=ERR13336529; source=ENA PRJEB73710	ERX12707495	SAMEA115396783	1	ERR13336529	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707642	W1735_root	ORYZA_RUFIPOGON	W1735	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396783; ENA_sample=ERS18417364; Experiment=ERX12707642; Run=ERR13336676; source=ENA PRJEB73710	ERX12707642	SAMEA115396783	1	ERR13336676	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707223	W1736_fringe	ORYZA_RUFIPOGON	W1736	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396784; ENA_sample=ERS18417365; Experiment=ERX12707223; Run=ERR13336257; source=ENA PRJEB73710	ERX12707223	SAMEA115396784	1	ERR13336257	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707353	W1736_seedling	ORYZA_RUFIPOGON	W1736	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396784; ENA_sample=ERS18417365; Experiment=ERX12707353; Run=ERR13336387; source=ENA PRJEB73710	ERX12707353	SAMEA115396784	1	ERR13336387	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707496	W1736_leaf	ORYZA_RUFIPOGON	W1736	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396784; ENA_sample=ERS18417365; Experiment=ERX12707496; Run=ERR13336530; source=ENA PRJEB73710	ERX12707496	SAMEA115396784	1	ERR13336530	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707643	W1736_root	ORYZA_RUFIPOGON	W1736	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396784; ENA_sample=ERS18417365; Experiment=ERX12707643; Run=ERR13336677; source=ENA PRJEB73710	ERX12707643	SAMEA115396784	1	ERR13336677	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707224	W1737_fringe	ORYZA_RUFIPOGON	W1737	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396785; ENA_sample=ERS18417366; Experiment=ERX12707224; Run=ERR13336258; source=ENA PRJEB73710	ERX12707224	SAMEA115396785	1	ERR13336258	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707354	W1737_seedling	ORYZA_RUFIPOGON	W1737	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396785; ENA_sample=ERS18417366; Experiment=ERX12707354; Run=ERR13336388; source=ENA PRJEB73710	ERX12707354	SAMEA115396785	1	ERR13336388	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707497	W1737_leaf	ORYZA_RUFIPOGON	W1737	leaf			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396785; ENA_sample=ERS18417366; Experiment=ERX12707497; Run=ERR13336531; source=ENA PRJEB73710	ERX12707497	SAMEA115396785	1	ERR13336531	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707644	W1737_root	ORYZA_RUFIPOGON	W1737	root			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396785; ENA_sample=ERS18417366; Experiment=ERX12707644; Run=ERR13336678; source=ENA PRJEB73710	ERX12707644	SAMEA115396785	1	ERR13336678	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707225	W1742_fringe	ORYZA_RUFIPOGON	W1742	fringe			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396786; ENA_sample=ERS18417367; Experiment=ERX12707225; Run=ERR13336259; source=ENA PRJEB73710	ERX12707225	SAMEA115396786	1	ERR13336259	ERP158450	ILLUMINA	Illumina HiSeq 4000
ERX12707355	W1742_seedling	ORYZA_RUFIPOGON	W1742	seedling			RNA-Seq	scientific_name=Oryza rufipogon; BioSample=SAMEA115396786; ENA_sample=ERS18417367; Experiment=ERX12707355; Run=ERR13336389; source=ENA PRJEB73710	ERX12707355	SAMEA115396786	1	ERR13336389	ERP158450	ILLUMINA	Illumina HiSeq 4000
