accession	project_code	project_name	dataset_code	dataset_name	dataset_type	ncbi_bioproject	ncbi_sra	external_url	description	run_count	experiment_count	ena_study	biosample_count	run_accessions	experiment_accessions	external_database
W3009	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3009_WGS	W3009 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336167;ERR13765466	ERX12707133;ERX13166638	ENA
W3012	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3012_RNASEQ	W3012 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336297;ERR13336430;ERR13336576;ERR13336723	ERX12707263;ERX12707396;ERX12707542;ERX12707689	ENA
W3012	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3012_WGS	W3012 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336168;ERR13765467	ERX12707134;ERX13166639	ENA
W3029	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3029_RNASEQ	W3029 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336298;ERR13336431;ERR13336577;ERR13336724	ERX12707264;ERX12707397;ERX12707543;ERX12707690	ENA
W3029	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3029_WGS	W3029 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336169;ERR13765468	ERX12707135;ERX13166640	ENA
W3033	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3033_RNASEQ	W3033 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336299;ERR13336432;ERR13336578;ERR13336725	ERX12707265;ERX12707398;ERX12707544;ERX12707691	ENA
W3033	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3033_WGS	W3033 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336170;ERR13765469	ERX12707136;ERX13166641	ENA
W3035	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3035_RNASEQ	W3035 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=3; experiments=3; biosamples=1	3	3	ERP158450	1	ERR13336300;ERR13336579;ERR13336726	ERX12707266;ERX12707545;ERX12707692	ENA
W3035	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3035_WGS	W3035 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336171;ERR13765470	ERX12707137;ERX13166642	ENA
W3037	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3037_HIC	W3037 Hi-C	hic	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=Hi-C; runs=1; experiments=1; biosamples=1	1	1	ERP158450	1	ERR13765529	ERX13166701	ENA
W3037	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3037_RNASEQ	W3037 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=3; experiments=3; biosamples=1	3	3	ERP158450	1	ERR13336433;ERR13336580;ERR13336727	ERX12707399;ERX12707546;ERX12707693	ENA
W3037	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3037_WGS	W3037 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336172;ERR13765471	ERX12707138;ERX13166643	ENA
W3038	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3038_RNASEQ	W3038 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336301;ERR13336434;ERR13336581;ERR13336728	ERX12707267;ERX12707400;ERX12707547;ERX12707694	ENA
W3038	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3038_WGS	W3038 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336054;ERR13765472	ERX12707020;ERX13166644	ENA
W3040	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3040_RNASEQ	W3040 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336302;ERR13336435;ERR13336582;ERR13336729	ERX12707268;ERX12707401;ERX12707548;ERX12707695	ENA
W3040	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3040_WGS	W3040 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336055;ERR13765473	ERX12707021;ERX13166645	ENA
W3046	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3046_HIC	W3046 Hi-C	hic	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=Hi-C; runs=1; experiments=1; biosamples=1	1	1	ERP158450	1	ERR13765530	ERX13166702	ENA
W3046	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3046_RNASEQ	W3046 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=3; experiments=3; biosamples=1	3	3	ERP158450	1	ERR13336436;ERR13336583;ERR13336730	ERX12707402;ERX12707549;ERX12707696	ENA
W3046	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3046_WGS	W3046 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336173;ERR13765474	ERX12707139;ERX13166646	ENA
W3047	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3047_RNASEQ	W3047 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336303;ERR13336437;ERR13336584;ERR13336731	ERX12707269;ERX12707403;ERX12707550;ERX12707697	ENA
W3047	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3047_WGS	W3047 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336174;ERR13765475	ERX12707140;ERX13166647	ENA
W3051	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3051_RNASEQ	W3051 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336304;ERR13336438;ERR13336585;ERR13336732	ERX12707270;ERX12707404;ERX12707551;ERX12707698	ENA
W3051	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3051_WGS	W3051 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336175;ERR13765476	ERX12707141;ERX13166648	ENA
W3052	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3052_HIC	W3052 Hi-C	hic	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=Hi-C; runs=1; experiments=1; biosamples=1	1	1	ERP158450	1	ERR13765531	ERX13166703	ENA
W3052	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3052_RNASEQ	W3052 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336305;ERR13336439;ERR13336586;ERR13336733	ERX12707271;ERX12707405;ERX12707552;ERX12707699	ENA
W3052	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3052_WGS	W3052 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336176;ERR13765477	ERX12707142;ERX13166649	ENA
W3054	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3054_RNASEQ	W3054 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336306;ERR13336440;ERR13336587;ERR13336734	ERX12707272;ERX12707406;ERX12707553;ERX12707700	ENA
W3054	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3054_WGS	W3054 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336177;ERR13765478	ERX12707143;ERX13166650	ENA
W3055	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3055_RNASEQ	W3055 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=3; experiments=3; biosamples=1	3	3	ERP158450	1	ERR13336307;ERR13336588;ERR13336735	ERX12707273;ERX12707554;ERX12707701	ENA
W3055	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3055_WGS	W3055 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336178;ERR13765479	ERX12707144;ERX13166651	ENA
W3063	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3063_RNASEQ	W3063 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336308;ERR13336441;ERR13336589;ERR13336736	ERX12707274;ERX12707407;ERX12707555;ERX12707702	ENA
W3063	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3063_WGS	W3063 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336179;ERR13765480	ERX12707145;ERX13166652	ENA
W3066	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3066_HIC	W3066 Hi-C	hic	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=Hi-C; runs=1; experiments=1; biosamples=1	1	1	ERP158450	1	ERR13765532	ERX13166704	ENA
W3066	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3066_RNASEQ	W3066 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=3; experiments=3; biosamples=1	3	3	ERP158450	1	ERR13336442;ERR13336590;ERR13336737	ERX12707408;ERX12707556;ERX12707703	ENA
W3066	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3066_WGS	W3066 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336180;ERR13765481	ERX12707146;ERX13166653	ENA
W3071	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3071_RNASEQ	W3071 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336309;ERR13336443;ERR13336591;ERR13336738	ERX12707275;ERX12707409;ERX12707557;ERX12707704	ENA
W3071	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3071_WGS	W3071 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336181;ERR13765482	ERX12707147;ERX13166654	ENA
W3074	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3074_RNASEQ	W3074 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336592;ERR13336739	ERX12707558;ERX12707705	ENA
W3074	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3074_WGS	W3074 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336182;ERR13765483	ERX12707148;ERX13166655	ENA
W3082	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3082_HIC	W3082 Hi-C	hic	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=Hi-C; runs=1; experiments=1; biosamples=1	1	1	ERP158450	1	ERR13765533	ERX13166705	ENA
W3082	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3082_RNASEQ	W3082 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336444;ERR13336593	ERX12707410;ERX12707559	ENA
W3082	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3082_WGS	W3082 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336183;ERR13765484	ERX12707149;ERX13166656	ENA
W3086	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3086_HIC	W3086 Hi-C	hic	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=Hi-C; runs=1; experiments=1; biosamples=1	1	1	ERP158450	1	ERR13765534	ERX13166706	ENA
W3086	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3086_RNASEQ	W3086 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336310;ERR13336445;ERR13336594;ERR13336740	ERX12707276;ERX12707411;ERX12707560;ERX12707706	ENA
W3086	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3086_WGS	W3086 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336184;ERR13765485	ERX12707150;ERX13166657	ENA
W3088	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3088_RNASEQ	W3088 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336311;ERR13336446;ERR13336595;ERR13336741	ERX12707277;ERX12707412;ERX12707561;ERX12707707	ENA
W3088	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3088_WGS	W3088 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336185;ERR13765486	ERX12707151;ERX13166658	ENA
W3090	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3090_RNASEQ	W3090 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=3; experiments=3; biosamples=1	3	3	ERP158450	1	ERR13336447;ERR13336596;ERR13336742	ERX12707413;ERX12707562;ERX12707708	ENA
W3090	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3090_WGS	W3090 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336186;ERR13765487	ERX12707152;ERX13166659	ENA
W3092	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3092_RNASEQ	W3092 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=3; experiments=3; biosamples=1	3	3	ERP158450	1	ERR13336448;ERR13336597;ERR13336743	ERX12707414;ERX12707563;ERX12707709	ENA
W3092	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3092_WGS	W3092 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336187;ERR13765488	ERX12707153;ERX13166660	ENA
W3096	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3096_RNASEQ	W3096 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336312;ERR13336449;ERR13336598;ERR13336744	ERX12707278;ERX12707415;ERX12707564;ERX12707710	ENA
W3096	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W3096_WGS	W3096 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336188;ERR13765489	ERX12707154;ERX13166661	ENA
