accession	project_code	project_name	dataset_code	dataset_name	dataset_type	ncbi_bioproject	ncbi_sra	external_url	description	run_count	experiment_count	ena_study	biosample_count	run_accessions	experiment_accessions	external_database
W1084	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1084_RNASEQ	W1084 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336234;ERR13336360;ERR13336500;ERR13336649	ERX12707200;ERX12707326;ERX12707466;ERX12707615	ENA
W1084	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1084_WGS	W1084 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336097;ERR13765392	ERX12707063;ERX13166564	ENA
W1093	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1093_RNASEQ	W1093 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336235;ERR13336361;ERR13336501;ERR13336650	ERX12707201;ERX12707327;ERX12707467;ERX12707616	ENA
W1093	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1093_WGS	W1093 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336098;ERR13765393	ERX12707064;ERX13166565	ENA
W1107	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1107_RNASEQ	W1107 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=3; experiments=3; biosamples=1	3	3	ERP158450	1	ERR13336236;ERR13336362;ERR13336502	ERX12707202;ERX12707328;ERX12707468	ENA
W1107	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1107_WGS	W1107 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336099;ERR13765394	ERX12707065;ERX13166566	ENA
W1117	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1117_RNASEQ	W1117 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=3; experiments=3; biosamples=1	3	3	ERP158450	1	ERR13336363;ERR13336503;ERR13336651	ERX12707329;ERX12707469;ERX12707617	ENA
W1117	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1117_WGS	W1117 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336100;ERR13765395	ERX12707066;ERX13166567	ENA
W1126	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1126_RNASEQ	W1126 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336237;ERR13336364;ERR13336504;ERR13336652	ERX12707203;ERX12707330;ERX12707470;ERX12707618	ENA
W1126	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1126_WGS	W1126 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336101;ERR13765396	ERX12707067;ERX13166568	ENA
W1142	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1142_RNASEQ	W1142 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336365;ERR13336505	ERX12707331;ERX12707471	ENA
W1142	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1142_WGS	W1142 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336102;ERR13765397	ERX12707068;ERX13166569	ENA
W1214	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1214_RNASEQ	W1214 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=3; experiments=3; biosamples=1	3	3	ERP158450	1	ERR13336366;ERR13336506;ERR13336653	ERX12707332;ERX12707472;ERX12707619	ENA
W1214	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1214_WGS	W1214 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336103;ERR13765398	ERX12707069;ERX13166570	ENA
W1236	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1236_HIC	W1236 Hi-C	hic	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=Hi-C; runs=1; experiments=1; biosamples=1	1	1	ERP158450	1	ERR13765515	ERX13166687	ENA
W1236	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1236_RNASEQ	W1236 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336238;ERR13336367;ERR13336507;ERR13336654	ERX12707204;ERX12707333;ERX12707473;ERX12707620	ENA
W1236	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1236_WGS	W1236 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336104;ERR13765399	ERX12707070;ERX13166571	ENA
W1292	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1292_RNASEQ	W1292 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336239;ERR13336368;ERR13336508;ERR13336655	ERX12707205;ERX12707334;ERX12707474;ERX12707621	ENA
W1292	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1292_WGS	W1292 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336105;ERR13765400	ERX12707071;ERX13166572	ENA
W1536	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1536_RNASEQ	W1536 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=3; experiments=3; biosamples=1	3	3	ERP158450	1	ERR13336369;ERR13336509;ERR13336656	ERX12707335;ERX12707475;ERX12707622	ENA
W1536	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1536_WGS	W1536 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336106;ERR13765401	ERX12707072;ERX13166573	ENA
W1547	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1547_RNASEQ	W1547 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336240;ERR13336370;ERR13336510;ERR13336657	ERX12707206;ERX12707336;ERX12707476;ERX12707623	ENA
W1547	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1547_WGS	W1547 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336107;ERR13765402	ERX12707073;ERX13166574	ENA
W1550	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1550_RNASEQ	W1550 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336241;ERR13336371;ERR13336511;ERR13336658	ERX12707207;ERX12707337;ERX12707477;ERX12707624	ENA
W1550	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1550_WGS	W1550 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336108;ERR13765403	ERX12707074;ERX13166575	ENA
W1552	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1552_RNASEQ	W1552 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=3; experiments=3; biosamples=1	3	3	ERP158450	1	ERR13336372;ERR13336512;ERR13336659	ERX12707338;ERX12707478;ERX12707625	ENA
W1552	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1552_WGS	W1552 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336109;ERR13765404	ERX12707075;ERX13166576	ENA
W1553	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1553_RNASEQ	W1553 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336242;ERR13336373;ERR13336513;ERR13336660	ERX12707208;ERX12707339;ERX12707479;ERX12707626	ENA
W1553	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1553_WGS	W1553 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336110;ERR13765405	ERX12707076;ERX13166577	ENA
W1556	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1556_RNASEQ	W1556 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336243;ERR13336374;ERR13336514;ERR13336661	ERX12707209;ERX12707340;ERX12707480;ERX12707627	ENA
W1556	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1556_WGS	W1556 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336111;ERR13765406	ERX12707077;ERX13166578	ENA
W1557	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1557_RNASEQ	W1557 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336244;ERR13336375;ERR13336515;ERR13336662	ERX12707210;ERX12707341;ERX12707481;ERX12707628	ENA
W1557	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1557_WGS	W1557 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336112;ERR13765407	ERX12707078;ERX13166579	ENA
W1559	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1559_RNASEQ	W1559 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336245;ERR13336376;ERR13336516;ERR13336663	ERX12707211;ERX12707342;ERX12707482;ERX12707629	ENA
W1559	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1559_WGS	W1559 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336113;ERR13765408	ERX12707079;ERX13166580	ENA
W1619	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1619_RNASEQ	W1619 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=3; experiments=3; biosamples=1	3	3	ERP158450	1	ERR13336377;ERR13336517;ERR13336664	ERX12707343;ERX12707483;ERX12707630	ENA
W1619	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1619_WGS	W1619 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336114;ERR13765409	ERX12707080;ERX13166581	ENA
W1666	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1666_RNASEQ	W1666 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336246;ERR13336378;ERR13336518;ERR13336665	ERX12707212;ERX12707344;ERX12707484;ERX12707631	ENA
W1666	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1666_WGS	W1666 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336115;ERR13765410	ERX12707081;ERX13166582	ENA
W1668	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1668_RNASEQ	W1668 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336247;ERR13336379;ERR13336519;ERR13336666	ERX12707213;ERX12707345;ERX12707485;ERX12707632	ENA
W1668	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1668_WGS	W1668 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336116;ERR13765411	ERX12707082;ERX13166583	ENA
W1677	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1677_HIC	W1677 Hi-C	hic	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=Hi-C; runs=1; experiments=1; biosamples=1	1	1	ERP158450	1	ERR13765516	ERX13166688	ENA
W1677	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1677_RNASEQ	W1677 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336248;ERR13336380;ERR13336520;ERR13336667	ERX12707214;ERX12707346;ERX12707486;ERX12707633	ENA
W1677	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1677_WGS	W1677 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336117;ERR13765412	ERX12707083;ERX13166584	ENA
W1679	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1679_HIC	W1679 Hi-C	hic	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=Hi-C; runs=1; experiments=1; biosamples=1	1	1	ERP158450	1	ERR13765517	ERX13166689	ENA
W1679	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1679_RNASEQ	W1679 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=3; experiments=3; biosamples=1	3	3	ERP158450	1	ERR13336249;ERR13336521;ERR13336668	ERX12707215;ERX12707487;ERX12707634	ENA
W1679	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1679_WGS	W1679 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336118;ERR13765413	ERX12707084;ERX13166585	ENA
W1718	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1718_RNASEQ	W1718 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=3; experiments=3; biosamples=1	3	3	ERP158450	1	ERR13336250;ERR13336522;ERR13336669	ERX12707216;ERX12707488;ERX12707635	ENA
W1718	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1718_WGS	W1718 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336119;ERR13765414	ERX12707085;ERX13166586	ENA
W1719	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1719_RNASEQ	W1719 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336251;ERR13336381;ERR13336523;ERR13336670	ERX12707217;ERX12707347;ERX12707489;ERX12707636	ENA
W1719	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1719_WGS	W1719 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336120;ERR13765415	ERX12707086;ERX13166587	ENA
W1723	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1723_RNASEQ	W1723 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336252;ERR13336382;ERR13336524;ERR13336671	ERX12707218;ERX12707348;ERX12707490;ERX12707637	ENA
W1723	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1723_WGS	W1723 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336049;ERR13765416	ERX12707015;ERX13166588	ENA
W1725	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1725_RNASEQ	W1725 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336253;ERR13336383;ERR13336525;ERR13336672	ERX12707219;ERX12707349;ERX12707491;ERX12707638	ENA
W1725	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1725_WGS	W1725 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336121;ERR13765417	ERX12707087;ERX13166589	ENA
W1726	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1726_HIC	W1726 Hi-C	hic	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=Hi-C; runs=1; experiments=1; biosamples=1	1	1	ERP158450	1	ERR13765518	ERX13166690	ENA
W1726	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1726_RNASEQ	W1726 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336254;ERR13336384;ERR13336526;ERR13336673	ERX12707220;ERX12707350;ERX12707492;ERX12707639	ENA
W1726	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1726_WGS	W1726 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336122;ERR13765418	ERX12707088;ERX13166590	ENA
W1731	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1731_RNASEQ	W1731 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336527;ERR13336674	ERX12707493;ERX12707640	ENA
W1731	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1731_WGS	W1731 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336123;ERR13765419	ERX12707089;ERX13166591	ENA
W1732	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1732_RNASEQ	W1732 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336255;ERR13336385;ERR13336528;ERR13336675	ERX12707221;ERX12707351;ERX12707494;ERX12707641	ENA
W1732	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1732_WGS	W1732 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336124;ERR13765420	ERX12707090;ERX13166592	ENA
W1735	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1735_RNASEQ	W1735 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336256;ERR13336386;ERR13336529;ERR13336676	ERX12707222;ERX12707352;ERX12707495;ERX12707642	ENA
W1735	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1735_WGS	W1735 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336125;ERR13765421	ERX12707091;ERX13166593	ENA
W1736	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1736_RNASEQ	W1736 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336257;ERR13336387;ERR13336530;ERR13336677	ERX12707223;ERX12707353;ERX12707496;ERX12707643	ENA
W1736	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1736_WGS	W1736 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336126;ERR13765422	ERX12707092;ERX13166594	ENA
W1737	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1737_RNASEQ	W1737 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336258;ERR13336388;ERR13336531;ERR13336678	ERX12707224;ERX12707354;ERX12707497;ERX12707644	ENA
W1737	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1737_WGS	W1737 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336127;ERR13765423	ERX12707093;ERX13166595	ENA
W1742	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1742_RNASEQ	W1742 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336259;ERR13336389;ERR13336532;ERR13336679	ERX12707225;ERX12707355;ERX12707498;ERX12707645	ENA
W1742	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1742_WGS	W1742 WGS	genome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=WGS; runs=2; experiments=2; biosamples=1	2	2	ERP158450	1	ERR13336128;ERR13765424	ERX12707094;ERX13166596	ENA
W1748	PRJEB73710	A pangenome reference of wild and cultivated rice	PRJEB73710_W1748_RNASEQ	W1748 RNA-Seq	transcriptome	PRJEB73710		https://www.ebi.ac.uk/ena/browser/view/PRJEB73710	ENA study=ERP158450; library_strategy=RNA-Seq; runs=4; experiments=4; biosamples=1	4	4	ERP158450	1	ERR13336260;ERR13336390;ERR13336533;ERR13336680	ERX12707226;ERX12707356;ERX12707499;ERX12707646	ENA
