sample_code	sample_name	species_code	accession_code	tissue	treatment	replicate	data_type	description	source_accession_code
NG9108_T1	NG9108_T1	ORYZA_SATIVA	NG9108		T1		WGS	南梗9108 T1	南梗9108（T1）
