run_accession	study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	sample_alias	sample_title	experiment_accession	scientific_name	library_name	library_layout	library_strategy	library_source	library_selection	instrument_platform	instrument_model	fastq_ftp	fastq_md5	submitted_ftp	submitted_md5
ERR13336375	PRJEB73710	ERP158450	SAMEA115396769	ERS18417350	Wild rice W1557	W1557 HiFi whole-genome sequencing	ERX12707341	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/075/ERR13336375/ERR13336375_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/075/ERR13336375/ERR13336375_2.fastq.gz	5d44a0a693c9e0cd9f6d8317b953d1ad;e059a75b5530565f0a9ad0c9226010a3	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336375/W1557_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336375/W1557_seedling_clean_2.fastq.gz	62b80c89bad1876a8ed899299d69103f;315a9d3b0641eee27091796f3ba548e6
ERR13336377	PRJEB73710	ERP158450	SAMEA115396771	ERS18417352	Wild rice W1619	W1619 HiFi whole-genome sequencing	ERX12707343	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/077/ERR13336377/ERR13336377_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/077/ERR13336377/ERR13336377_2.fastq.gz	e2d1b9093b384ef2d9bdacfed830977d;5ef853c282f8a8d6034315caedc64b1e	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336377/W1619_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336377/W1619_seedling_clean_2.fastq.gz	7725846c33a7878d434e9aed7709db92;7f5144a0111701e585a3aff29d4de61b
ERR13336380	PRJEB73710	ERP158450	SAMEA115396774	ERS18417355	Wild rice W1677	W1677 HiFi whole-genome sequencing	ERX12707346	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/080/ERR13336380/ERR13336380_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/080/ERR13336380/ERR13336380_2.fastq.gz	89c96cdb79b94c42227a9d67909bb811;cffae1f5a964c011e7152fc10f15fee1	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336380/W1677_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336380/W1677_seedling_clean_2.fastq.gz	04db3ccd0397695026e25ab74adeef53;d12eedb7aa692fadbe90abea93f52321
ERR13336383	PRJEB73710	ERP158450	SAMEA115396779	ERS18417360	Wild rice W1725	W1725 HiFi whole-genome sequencing	ERX12707349	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/083/ERR13336383/ERR13336383_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/083/ERR13336383/ERR13336383_2.fastq.gz	d9773e8a356934e344bcf16149bc78cf;b5359f5ec22ee61e2a3f7a06164f24e9	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336383/W1725_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336383/W1725_seedling_clean_2.fastq.gz	52a630a3ccb3b579a525068cd2206d06;69124af1771e2b058c27d66a444ecf52
ERR13336386	PRJEB73710	ERP158450	SAMEA115396783	ERS18417364	Wild rice W1735	W1735 HiFi whole-genome sequencing	ERX12707352	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/086/ERR13336386/ERR13336386_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/086/ERR13336386/ERR13336386_2.fastq.gz	c3dc8d30521c4736259c33bb86b2dfde;29755d8902463940399051174a2e1e6a	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336386/W1735_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336386/W1735_seedling_clean_2.fastq.gz	f2f59be249a4d25409f967a1d4563cca;497a3b126d04f1cf58ebb1245c167978
ERR13336389	PRJEB73710	ERP158450	SAMEA115396786	ERS18417367	Wild rice W1742	W1742 HiFi whole-genome sequencing	ERX12707355	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/089/ERR13336389/ERR13336389_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/089/ERR13336389/ERR13336389_2.fastq.gz	eb5408ec238e98c8f70160b7edb51f39;75f78d254ddfed1440fb866f3055bcd9	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336389/W1742_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336389/W1742_seedling_clean_2.fastq.gz	ea886ab858031d3626b5ccd32177c4a7;30500f4e4560d13b21e1341cf4f1c9f5
ERR13336390	PRJEB73710	ERP158450	SAMEA115396787	ERS18417368	Wild rice W1748	W1748 ONT whole-genome sequencing	ERX12707356	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/090/ERR13336390/ERR13336390_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/090/ERR13336390/ERR13336390_2.fastq.gz	4d8d739b8e2ccdcba9541734736691c8;3c81f460ce2d2c26043b101369679599	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336390/W1748_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336390/W1748_seedling_clean_2.fastq.gz	23d8e1e4a5cf9c4794e6c25fb28477cd;75aa8d1122e740ef8b854fb09d0f4430
ERR13336395	PRJEB73710	ERP158450	SAMEA115396792	ERS18417373	Wild rice W1809	W1809 HiFi whole-genome sequencing	ERX12707361	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/095/ERR13336395/ERR13336395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/095/ERR13336395/ERR13336395_2.fastq.gz	de712e9e695d391395cb32e76048bf8e;c01749d2dbcbfe647c2616a81e3a5d81	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336395/W1809_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336395/W1809_seedling_clean_2.fastq.gz	f5787a4c6331247383b0ac3116dbe57e;172e3ee24aa0e00e52ad3e0b89f40a7a
ERR13336396	PRJEB73710	ERP158450	SAMEA115396793	ERS18417374	Wild rice W1810	W1810 HiFi whole-genome sequencing	ERX12707362	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/096/ERR13336396/ERR13336396_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/096/ERR13336396/ERR13336396_2.fastq.gz	0a95188c6582b7f2b60d3804627ecd9d;57c54be3f1e1005995648b90d2853018	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336396/W1810_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336396/W1810_seedling_clean_2.fastq.gz	9f5a3d3465b2541d1494bd5b2ca407fe;37f53ddeb429bc824120c525daee31f9
ERR13336398	PRJEB73710	ERP158450	SAMEA115396795	ERS18417376	Wild rice W1839	W1839 HiFi whole-genome sequencing	ERX12707364	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/098/ERR13336398/ERR13336398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/098/ERR13336398/ERR13336398_2.fastq.gz	62edf35658712f1eb037cf80fea5e0a4;e5218c2f0daf7e5f5f3e3e59c47d2780	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336398/W1839_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336398/W1839_seedling_clean_2.fastq.gz	3db2b904b3f4c83ae8c77057da219d1e;9f0b85b18b19617a46aa14997e443583
ERR13336400	PRJEB73710	ERP158450	SAMEA115396797	ERS18417378	Wild rice W1865	W1865 HiFi whole-genome sequencing	ERX12707366	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/000/ERR13336400/ERR13336400_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/000/ERR13336400/ERR13336400_2.fastq.gz	215b2e51a5d8757be111539a7c8345cf;494de0b4bdaa7ee83acfe997ef03ba85	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336400/W1865_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336400/W1865_seedling_clean_2.fastq.gz	554a86e0d1f9f632c2519d5f369c5378;a29bd5f4f2e0ab9aaa94c4bde0a9f735
ERR13336401	PRJEB73710	ERP158450	SAMEA115396798	ERS18417379	Wild rice W1880	W1880 HiFi whole-genome sequencing	ERX12707367	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/001/ERR13336401/ERR13336401_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/001/ERR13336401/ERR13336401_2.fastq.gz	63d6e5e9544b7e2832cee90cd725b68d;4f6776e94516cdd66343bb33bfa7f74e	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336401/W1880_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336401/W1880_seedling_clean_2.fastq.gz	8f6915dbdfba901273d2e1942cdc3b06;a0b6150161515d545ba28dbb1fb55c7a
ERR13336402	PRJEB73710	ERP158450	SAMEA115396799	ERS18417380	Wild rice W1890	W1890 HiFi whole-genome sequencing	ERX12707368	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/002/ERR13336402/ERR13336402_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/002/ERR13336402/ERR13336402_2.fastq.gz	c3e5714e58cc5451383eda48fa4e140c;95c504cbe4fabf7ea3d1329af4f2c556	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336402/W1890_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336402/W1890_seedling_clean_2.fastq.gz	a8f899890a49f094a3e2c50e5ea64d87;392700f8e0959c1a8d48306399bf5572
ERR13336403	PRJEB73710	ERP158450	SAMEA115396802	ERS18417383	Wild rice W1943	W1943 HiFi whole-genome sequencing	ERX12707369	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/003/ERR13336403/ERR13336403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/003/ERR13336403/ERR13336403_2.fastq.gz	36f29052d8b567095f5f93c2e147373e;17762a0203493d22f1402f01a93fbc07	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336403/W1943_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336403/W1943_seedling_clean_2.fastq.gz	f1b9b50400d202b3923c3f4cc38fce8c;b9b3c027244456ade793e86ff9502b2f
ERR13336406	PRJEB73710	ERP158450	SAMEA115396806	ERS18417387	Wild rice W2005	W2005 HiFi whole-genome sequencing	ERX12707372	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/006/ERR13336406/ERR13336406_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/006/ERR13336406/ERR13336406_2.fastq.gz	bdffa8176340bf8986b1379db08acde1;35df7b422d10b35c2db04c70c4047dfa	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336406/W2005_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336406/W2005_seedling_clean_2.fastq.gz	2494e38298385f61e7b9202354e09445;6dfaf868bf6f8ce61dcadf416cf1dcd7
ERR13336407	PRJEB73710	ERP158450	SAMEA115396807	ERS18417388	Wild rice W2022	W2022 HiFi whole-genome sequencing	ERX12707373	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/007/ERR13336407/ERR13336407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/007/ERR13336407/ERR13336407_2.fastq.gz	a5591eef6005df6836ad406bf53957a0;4f54ee1aeea56f566eae86fc325e6a2c	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336407/W2022_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336407/W2022_seedling_clean_2.fastq.gz	06f0f5b828b5e45e3044c46a2c773fb7;6d61f52b665d3fa07567d3b9c1e174c6
ERR13336408	PRJEB73710	ERP158450	SAMEA115396808	ERS18417389	Wild rice W2036	W2036 HiFi whole-genome sequencing	ERX12707374	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/008/ERR13336408/ERR13336408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/008/ERR13336408/ERR13336408_2.fastq.gz	fef8d4419e36e63c35d905a557116197;eda46f8409c23b3a7e1a11bbfeb1c41d	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336408/W2036_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336408/W2036_seedling_clean_2.fastq.gz	8e76f7698570aac56a0ba8d712c79701;2a403f453d77eeefd097d6137e2c5cc1
ERR13336414	PRJEB73710	ERP158450	SAMEA115396814	ERS18417395	Wild rice W2108	W2108 HiFi whole-genome sequencing	ERX12707380	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000			ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336414/W2108_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336414/W2108_seedling_clean_2.fastq.gz	049dc1a54f272e3778b13312ca77522b;874499ba76f9aa2e8ea3bc64b7ac211c
ERR13336416	PRJEB73710	ERP158450	SAMEA115396817	ERS18417398	Wild rice W2275	W2275 HiFi whole-genome sequencing	ERX12707382	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/016/ERR13336416/ERR13336416_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/016/ERR13336416/ERR13336416_2.fastq.gz	14f3d7480c56627f344eb1857c6727ae;abde8dcfd62ddf6a021b1b2675540859	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336416/W2275_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336416/W2275_seedling_clean_2.fastq.gz	3691423d723a37e80c915c52c5389621;dacf7df037306fdd6aa94ea789353194
ERR13336418	PRJEB73710	ERP158450	SAMEA115396820	ERS18417401	Wild rice W2305	W2305 ONT whole-genome sequencing	ERX12707384	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/018/ERR13336418/ERR13336418_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/018/ERR13336418/ERR13336418_2.fastq.gz	f1070d40015100c45d03fc2a58d69a45;57b816e8bd9f7832f9be7a9f0d335f88	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336418/W2305_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336418/W2305_seedling_clean_2.fastq.gz	dbb935a4901e05c813a98ed8c4a0eefc;f6827f192b119bad355b09751128efc5
ERR13336422	PRJEB73710	ERP158450	SAMEA115396824	ERS18417405	Wild rice W2318	W2318 HiFi whole-genome sequencing	ERX12707388	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/022/ERR13336422/ERR13336422_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/022/ERR13336422/ERR13336422_2.fastq.gz	a0ebe392122e05f2fcfe37e48a189059;614ec1de651886df47588e64b29ec23a	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336422/W2318_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336422/W2318_seedling_clean_2.fastq.gz	9631b23763b624768a84c50fc65e89e3;965b06182cebe4cde1d63ee93f3a3a01
ERR13336427	PRJEB73710	ERP158450	SAMEA115396829	ERS18417410	Wild rice W3000	W3000 HiFi whole-genome sequencing	ERX12707393	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/027/ERR13336427/ERR13336427_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/027/ERR13336427/ERR13336427_2.fastq.gz	35abb4a9f1388b542b6837b374853193;2694469c80149a39da8ee2b15bf83b7c	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336427/W3000_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336427/W3000_seedling_clean_2.fastq.gz	97bf10470111670d0d894eac6915851e;9827fa658cde843cbca8015f4f70e695
ERR13336431	PRJEB73710	ERP158450	SAMEA115396833	ERS18417414	Wild rice W3029	W3029 HiFi whole-genome sequencing	ERX12707397	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/031/ERR13336431/ERR13336431_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/031/ERR13336431/ERR13336431_2.fastq.gz	698700ddb842d9da54fb6ee757339355;7440dd6e048c539943917926c2b2f9fa	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336431/W3029_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336431/W3029_seedling_clean_2.fastq.gz	878fdfda5297065a65e0ce1d0ce68945;646181c955eabf10316060308c358f19
ERR13336432	PRJEB73710	ERP158450	SAMEA115396834	ERS18417415	Wild rice W3033	W3033 HiFi whole-genome sequencing	ERX12707398	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/032/ERR13336432/ERR13336432_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/032/ERR13336432/ERR13336432_2.fastq.gz	36a5e071849e8662cfbdfb0163691d4f;2fab31cc119e9dfce0ecaaceeac57fdb	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336432/W3033_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336432/W3033_seedling_clean_2.fastq.gz	3533f662e088a89284d931038cc57a67;8df03a38b75740a78a26c04578b60b1a
ERR13336436	PRJEB73710	ERP158450	SAMEA115396839	ERS18417420	Wild rice W3046	W3046 HiFi whole-genome sequencing	ERX12707402	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/036/ERR13336436/ERR13336436_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/036/ERR13336436/ERR13336436_2.fastq.gz	acfb6cce6a3eeeeb2f50e11406a8d2fb;6b7e5ca7fd716f06c91c04398d84fddb	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336436/W3046_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336436/W3046_seedling_clean_2.fastq.gz	e6102f8e4decb39231cd481900e67b8d;cdddcd8843b5d217a53030b43f9ea5ae
ERR13336438	PRJEB73710	ERP158450	SAMEA115396841	ERS18417422	Wild rice W3051	W3051 HiFi whole-genome sequencing	ERX12707404	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/038/ERR13336438/ERR13336438_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/038/ERR13336438/ERR13336438_2.fastq.gz	d672e38f79cbc33dbd5d074b9d84255b;2d09a158e0cbb68f95b4fa453c235359	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336438/W3051_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336438/W3051_seedling_clean_2.fastq.gz	f0fef06d0c2460ffece0e86152c7f592;3b45cf0569c9c94e55c0a8b48fe1a7b6
ERR13336439	PRJEB73710	ERP158450	SAMEA115396842	ERS18417423	Wild rice W3052	W3052 HiFi whole-genome sequencing	ERX12707405	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/039/ERR13336439/ERR13336439_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/039/ERR13336439/ERR13336439_2.fastq.gz	c5afb06b2566d032cc46c4ed176d3b11;5d9d99324cb1f5fbbbf4fffdab959ba3	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336439/W3052_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336439/W3052_seedling_clean_2.fastq.gz	e6c74fdd312593cefb9bc6e435c3fc99;ef48af747813598aacaf0a7621e6437c
ERR13336444	PRJEB73710	ERP158450	SAMEA115396849	ERS18417430	Wild rice W3082	W3082 HiFi whole-genome sequencing	ERX12707410	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/044/ERR13336444/ERR13336444_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/044/ERR13336444/ERR13336444_2.fastq.gz	fa69b4ede3fd738e9922ac8c0ad8cb4e;514a8b6d0c897c7caeaa3c058e8f0e04	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336444/W3082_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336444/W3082_seedling_clean_2.fastq.gz	99e77c010e0136dd491451930c8cffc2;48561d4f57a4cf24e9d4a13d4ed343ac
ERR13336449	PRJEB73710	ERP158450	SAMEA115396854	ERS18417435	Wild rice W3096	W3096 HiFi whole-genome sequencing	ERX12707415	Oryza rufipogon		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/049/ERR13336449/ERR13336449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/049/ERR13336449/ERR13336449_2.fastq.gz	d6b7d2f082081434d33270fafd8feb78;d8bd2e98635f3d8e76b9af287aa51ccd	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336449/W3096_seedling_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336449/W3096_seedling_clean_2.fastq.gz	e7d860763bcfc5c4646aa59d1c230baf;ae8d3a7000590c8fe098cb267a5e1cfb
ERR13336450	PRJEB73710	ERP158450	SAMEA115396708	ERS18417289	Rice 534M	534M HiFi whole-genome sequencing	ERX12707416	Oryza sativa		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/050/ERR13336450/ERR13336450_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/050/ERR13336450/ERR13336450_2.fastq.gz	93d0968ddaf5909e603ee9e26c9c1b98;662bbb60e4ece906c0d52a497e79a066	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336450/534M_leaf_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336450/534M_leaf_clean_2.fastq.gz	9ef2d1966db04c1b9c109f84da347add;a16fc905f700cf28e8f7f1cccf976b73
ERR13336456	PRJEB73710	ERP158450	SAMEA115396714	ERS18417295	Rice GP523	GP523 ONT whole-genome sequencing	ERX12707422	Oryza sativa		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PCR	ILLUMINA	Illumina HiSeq 4000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/056/ERR13336456/ERR13336456_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/056/ERR13336456/ERR13336456_2.fastq.gz	df8ed7c0a3d4560b82a6ab95ae682341;0a73a5276a6b0ac7ad7269b2904fe415	ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336456/GP523_leaf_clean_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR133/ERR13336456/GP523_leaf_clean_2.fastq.gz	ad525ba96909fcf5b2b0fe6d706b2515;b39c60d47d706df4d1999c11fa9f3d21
