run_accession	fastq_ftp	fastq_bytes	fastq_md5	bam_ftp	bam_bytes	bam_md5	submitted_ftp	submitted_bytes	submitted_md5	sra_ftp	sra_bytes	sra_md5
ERR13765375	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/075/ERR13765375/ERR13765375_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/075/ERR13765375/ERR13765375_2.fastq.gz	2117652556;2147966976	6ee9ac905db6ada3f430be6e5f012f1e;0be14504aa00b1962013ae9d3e103928	ftp.sra.ebi.ac.uk/vol1/err/ERR137/075/ERR13765375/ERR13765375.bam	3993346044	1eb2c7091da073570181995556e16d2a	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765375/W0166_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765375/W0166_R2.fastq.gz	2226777484;2263411197	11f8d493c5ed3cf219df3a25d3cac1ab;1e91bb4d5c2ff5c7cea12ab0786fc552			
ERR13765376	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/076/ERR13765376/ERR13765376_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/076/ERR13765376/ERR13765376_2.fastq.gz	2431653921;2499826807	7929b3f2f2e60edd1927b23268b8134e;7fce7fbd8f5d444be80b2b880e3fbde6	ftp.sra.ebi.ac.uk/vol1/err/ERR137/076/ERR13765376/ERR13765376.bam	4629867858	8959fa69cc3ff67ff89f3a8a589b49c5	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765376/W0169_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765376/W0169_R2.fastq.gz	2552683963;2631637355	2635cae7e426418d808433b77ffda8f9;798ffe5be59c22cfa354c77e923267d7			
ERR13765377	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/077/ERR13765377/ERR13765377_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/077/ERR13765377/ERR13765377_2.fastq.gz	946035793;959767738	cc26b105d44b2f1dc444f1efc91c370a;027a80f0197ed72eaf9b53fb4050e20d	ftp.sra.ebi.ac.uk/vol1/err/ERR137/077/ERR13765377/ERR13765377.bam	1796538758	8e45d5eaf4cfe88bd1d3cf4c0c279720	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765377/W0171_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765377/W0171_R2.fastq.gz	1006467522;1022798834	f583eff17d046d7f796bcbebaa9c3372;2702c9311462e7b13431cb95e6f928ca			
ERR13765383	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/083/ERR13765383/ERR13765383_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/083/ERR13765383/ERR13765383_2.fastq.gz	3028964647;3077487468	3c874d03f4321f78992562e62c9f9b74;453c99324189ecd488a58832f9f53f8d	ftp.sra.ebi.ac.uk/vol1/err/ERR137/083/ERR13765383/ERR13765383.bam	5730737630	d82e358a08bc7fcd02ea7c0412388281	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765383/W0594_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765383/W0594_R2.fastq.gz	3175129730;3233996565	89c472c0d4329fb0f8be06cb8205d9e2;9df331df7ac7dc65bd7f25b410799696			
ERR13765386	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/086/ERR13765386/ERR13765386_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/086/ERR13765386/ERR13765386_2.fastq.gz	2076179001;2120392140	98458723712fdc11b3bb1a018a9410a6;004ea17e4c005c764bdcad0c2be82405	ftp.sra.ebi.ac.uk/vol1/err/ERR137/086/ERR13765386/ERR13765386.bam	3932823478	8d53d5fa843299b3e9c2e329927fb878	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765386/W0627_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765386/W0627_R2.fastq.gz	2181545859;2233319859	633a5bc38e33c7dc25bed0369095d177;425e8ad5c6b9a00c162b34ba62992169			
ERR13765393	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/093/ERR13765393/ERR13765393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/093/ERR13765393/ERR13765393_2.fastq.gz	1917869989;1985224032	53f30e9bfe43d741d35257d46f2fdaa1;0c1fc29be0eefecb10244946fc54bb8d	ftp.sra.ebi.ac.uk/vol1/err/ERR137/093/ERR13765393/ERR13765393.bam	3667669424	0b9d61e60e989fb7546b35522b820f37	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765393/W1093_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765393/W1093_R2.fastq.gz	2019757136;2096623068	07c72311f7679b274b79002dff1fd8c2;5052ad379bef3ae46c0d48da85825d93			
ERR13765394	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/094/ERR13765394/ERR13765394_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/094/ERR13765394/ERR13765394_2.fastq.gz	1370090791;1399199429	7b8615f0ddd6e2bc0cdc6fae8acd67be;1d5a63f6abf8b5a8e3f56871d76e12b4	ftp.sra.ebi.ac.uk/vol1/err/ERR137/094/ERR13765394/ERR13765394.bam	2604682526	cbb8d56f3673cc552de23e0f2bb755ae	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765394/W1107_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765394/W1107_R2.fastq.gz	1450132709;1484109815	d10e5e25e3ccdf397ad47996edf29586;08ea93092f1a0261cf43e196fa9f6e5e			
ERR13765397	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/097/ERR13765397/ERR13765397_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/097/ERR13765397/ERR13765397_2.fastq.gz	2587522233;2630710254	12a6bf6f0bc888e9f885885c8fb9bf2a;be1a1818718693493ab5c95eaeebc802	ftp.sra.ebi.ac.uk/vol1/err/ERR137/097/ERR13765397/ERR13765397.bam	4906596219	035530f9f0f86c682bfd77744f8018ad	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765397/W1142_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765397/W1142_R2.fastq.gz	2714424871;2765085692	a4986b6a9348953f4fe3c55d14d957af;ff5ab06c62ab4ea5bb32a8f36cd7a4a8			
ERR13765398	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/098/ERR13765398/ERR13765398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/098/ERR13765398/ERR13765398_2.fastq.gz	2167104716;2211997326	2f41f72fad5e54e4c93329ec149b27b5;96f1c375bee66198116259799260cba7	ftp.sra.ebi.ac.uk/vol1/err/ERR137/098/ERR13765398/ERR13765398.bam	4110603977	ff73d7e04497b2663a23466ae3be2f83	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765398/W1214_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765398/W1214_R2.fastq.gz	2277079274;2328995462	7448ff229b12c01d8b63647518c53296;51893377b4088e83567482fe09598f75			
ERR13765399	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/099/ERR13765399/ERR13765399_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/099/ERR13765399/ERR13765399_2.fastq.gz	2493711485;2557679939	2942fc03565376ac4e6f5dc4ad281cf4;c70fed053a2666be02d23edc67db2710	ftp.sra.ebi.ac.uk/vol1/err/ERR137/099/ERR13765399/ERR13765399.bam	4745412101	7121b377e977eccc26735f85546c9082	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765399/W1236_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765399/W1236_R2.fastq.gz	2615360381;2688398006	3950891e57fd5f89b50fff36a9c5538e;14bf859bc0daf55519185dff699dfdff			
ERR13765400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/000/ERR13765400/ERR13765400_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/000/ERR13765400/ERR13765400_2.fastq.gz	3132703810;3195550886	eeebbf53a6ed7b6f747fd6df07fe02c7;32cfe6a204bc88d796cb296bd15d0aa4	ftp.sra.ebi.ac.uk/vol1/err/ERR137/000/ERR13765400/ERR13765400.bam	5941003301	dd5f88f65e7d6db8e44b8aee002c3495	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765400/W1292_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765400/W1292_R2.fastq.gz	3284968409;3359166579	b4173aee904787fcd9e0e530f4f89573;87f73c57743d5328875cabb39f4de623			
ERR13765402	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/002/ERR13765402/ERR13765402_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/002/ERR13765402/ERR13765402_2.fastq.gz	1862023882;1920651597	f1c143439b916922cc6b5eb9228917f3;ca4154e34e352ce587611788a8a20ef9	ftp.sra.ebi.ac.uk/vol1/err/ERR137/002/ERR13765402/ERR13765402.bam	3556793075	e45f97ef6e651c7a57839d737aae8e4d	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765402/W1547_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765402/W1547_R2.fastq.gz	1960371078;2026408613	1099bab8c7c37a1250f16ebe6861916c;e56651fa85cf622b0729bf557aa94f3f			
ERR13765407	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/007/ERR13765407/ERR13765407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/007/ERR13765407/ERR13765407_2.fastq.gz	2035070975;2107366098	11ad8393e9a205515eca35332295d2ce;d1467bfc6d2960aecb3544a21e3f6e42	ftp.sra.ebi.ac.uk/vol1/err/ERR137/007/ERR13765407/ERR13765407.bam	3898047983	cff1492a07717b064ceb85de80e1d92c	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765407/W1557_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765407/W1557_R2.fastq.gz	2142962539;2224411112	72e45c31ef7c281ffdd7ceb0fab66643;8322820e3a4699c298f0e2cf6ce643bf			
ERR13765410	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/010/ERR13765410/ERR13765410_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/010/ERR13765410/ERR13765410_2.fastq.gz	1839048842;1889921925	2c0873d7ffffa232aa960aa3040a0cf3;f3d79663fa734d4198e1f818d8304159	ftp.sra.ebi.ac.uk/vol1/err/ERR137/010/ERR13765410/ERR13765410.bam	3504482281	bf2ef5612327f234ac78283390da08b8	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765410/W1666_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765410/W1666_R2.fastq.gz	1935256922;1992992719	1fd2c782b3f7c97eb45ba0e1b31ca442;e94a6a90540ead647741d2661f4a87b9			
ERR13765411	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/011/ERR13765411/ERR13765411_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/011/ERR13765411/ERR13765411_2.fastq.gz	2040245282;2086433022	5389f4da85c9eb8ccddf7d3721d5c5c9;bfecd1357d47cb18d36df1a74d002023	ftp.sra.ebi.ac.uk/vol1/err/ERR137/011/ERR13765411/ERR13765411.bam	3878460142	7633ff6a51a79d60a6dc2f529eaa2ca8	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765411/W1668_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765411/W1668_R2.fastq.gz	2147675213;2200994719	43d45fdafe942a028db7be6c47aa4cf5;7b22fc4771454492684cd715ef62ba43			
ERR13765414	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/014/ERR13765414/ERR13765414_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/014/ERR13765414/ERR13765414_2.fastq.gz	2762488694;2803354039	aa0b40d7b171f2606a866cff84f404a7;d72b9f7f238afcf971679af2c58a766a	ftp.sra.ebi.ac.uk/vol1/err/ERR137/014/ERR13765414/ERR13765414.bam	5221446129	ca795f54a05245f49dd051a629325ca0	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765414/W1718_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765414/W1718_R2.fastq.gz	2896275264;2945505831	006cc0e51f48a837da096e3701da197e;b902e1a3ee276c13bcc876554196ebc5			
ERR13765417	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/017/ERR13765417/ERR13765417_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/017/ERR13765417/ERR13765417_2.fastq.gz	1960570668;2003873551	88eed614230ecc51144274c1bf05e3fe;da734c8f7308cb06f2bbc63398ab29e8	ftp.sra.ebi.ac.uk/vol1/err/ERR137/017/ERR13765417/ERR13765417.bam	3723976985	997026e9fa34d2ca2d94fc0030a51dd0	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765417/W1725_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765417/W1725_R2.fastq.gz	2063123975;2112864775	3f2a71678e4cfb88ccddab85fa58d7e6;1c46b3a191b52a56738ccb7b3f92cfc4			
ERR13765419	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/019/ERR13765419/ERR13765419_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/019/ERR13765419/ERR13765419_2.fastq.gz	2105471659;2164966511	fd9882adc5d15d3182164a3cb78de5b4;5e90500980de386983ae86a34186e92d	ftp.sra.ebi.ac.uk/vol1/err/ERR137/019/ERR13765419/ERR13765419.bam	4012822880	92b043bfc62f97f7c264adeeaa261300	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765419/W1731_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765419/W1731_R2.fastq.gz	2211941193;2279399810	9b011de37ba87316e8ac1d0fe3842c0c;14353f45144f01d0b43e24477d809bb4			
ERR13765422	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/022/ERR13765422/ERR13765422_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/022/ERR13765422/ERR13765422_2.fastq.gz	2451236216;2483796623	4bc9b6b15e8d56a54ef063fd945f212b;0f28e77be6a08efa4a9e87ee4d16a203	ftp.sra.ebi.ac.uk/vol1/err/ERR137/022/ERR13765422/ERR13765422.bam	4662486620	9b7e84ad686e9ce635a66a2d052d54a2	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765422/W1736_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765422/W1736_R2.fastq.gz	2649521942;2686611324	acc541fa7c1f5cf9cbdd5c41923a60ff;ba68683bd0dca10ea52adb5341c23d29			
ERR13765423	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/023/ERR13765423/ERR13765423_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/023/ERR13765423/ERR13765423_2.fastq.gz	2208577383;2241319185	d5a16aae912612c2747743cc5fe8fafc;1419c572d208cf032619018c2e45103a	ftp.sra.ebi.ac.uk/vol1/err/ERR137/023/ERR13765423/ERR13765423.bam	4175303766	754027b72666f249ca648e94fd17a5ca	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765423/W1737_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765423/W1737_R2.fastq.gz	2318796257;2357968755	f0f01566f45325d9610c492fb210d685;112a7ffac687aa91c1d7c0b9cc598a92			
ERR13765424	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/024/ERR13765424/ERR13765424_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/024/ERR13765424/ERR13765424_2.fastq.gz	2316884797;2411945853	d8df93ecd545ca7088782c8f1c29df0e;6286b2bf0c15fc905e09b5a94f3c36fa	ftp.sra.ebi.ac.uk/vol1/err/ERR137/024/ERR13765424/ERR13765424.bam	4447502061	ddb0d4df70f2cafc1613775a57f86829	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765424/W1742_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765424/W1742_R2.fastq.gz	2431930531;2537883053	1334d42759fb0d2ead11fcd18a1e5f6e;e45dca3db7ab8a50c7ab4767b63e5355			
ERR13765425	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/025/ERR13765425/ERR13765425_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/025/ERR13765425/ERR13765425_2.fastq.gz	1383937768;1426211602	185caae88b2a980376bda251df69a7ed;2778cd76f3f44a1c7a927221f7887ca4	ftp.sra.ebi.ac.uk/vol1/err/ERR137/025/ERR13765425/ERR13765425.bam	2647840048	ccfef88f6734e85677c28f0a7c7da4ab	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765425/W1748_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765425/W1748_R2.fastq.gz	1463659726;1511084300	6a0c5c16d789a41c6c43d4a3ffc13b0d;dc12e9b7bba702365a64f23cd8396a9d			
ERR13765437	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/037/ERR13765437/ERR13765437_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/037/ERR13765437/ERR13765437_2.fastq.gz	2031590686;2087878296	a3446ac148ce0c4d866004f0b79d72e9;ad9b6d672ca19777e07b09ee91e8fb0a	ftp.sra.ebi.ac.uk/vol1/err/ERR137/037/ERR13765437/ERR13765437.bam	3865798764	51959f65ebe55642607e44838f12e74e	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765437/W1895_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765437/W1895_R2.fastq.gz	2136779055;2201529193	95bdf6da938e49a7bd53578e786ef478;a3e30c90013c8653c7fe642aaf147497			
ERR13765438	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/038/ERR13765438/ERR13765438_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/038/ERR13765438/ERR13765438_2.fastq.gz	1354479403;1392631759	771d275a2a81f8be53aab6a62b1b0e0a;d2eb45ef8612a0caa19ffd2121a9bce6	ftp.sra.ebi.ac.uk/vol1/err/ERR137/038/ERR13765438/ERR13765438.bam	2583548582	f8473cd0449d7176a82eb0245848e47c	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765438/W1919_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765438/W1919_R2.fastq.gz	1430444721;1473362481	2d2ce025c26ace6d8455f822c856391e;79346071de4fdf35db052311077309b1			
ERR13765439	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/039/ERR13765439/ERR13765439_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/039/ERR13765439/ERR13765439_2.fastq.gz	2933809784;2855455450	878c1003f33d1d829f0e050b43a7eb62;fe40b1e5dbc78506517108b999fd1965	ftp.sra.ebi.ac.uk/vol1/err/ERR137/039/ERR13765439/ERR13765439.bam	5512583336	3f42aff3d70ae24a6b77bbf45e9ab6ae	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765439/W1943_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765439/W1943_R2.fastq.gz	2979845160;2898174097	d49058b02a56103259bd73948e76d03c;aec787a304dc832a024bab5f276d72d4			
ERR13765440	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/040/ERR13765440/ERR13765440_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/040/ERR13765440/ERR13765440_2.fastq.gz	1944962376;1970641251	5940ffb4812055f0c66d76d418324f01;9ae19589d5db4a36efe9f74fa239c0d7	ftp.sra.ebi.ac.uk/vol1/err/ERR137/040/ERR13765440/ERR13765440.bam	3673209818	30732f317a3d9f97bdb9b8f86566a51d	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765440/W1970_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765440/W1970_R2.fastq.gz	2046352316;2077103844	baa3fee6d43976b646feb0ba03320ff5;761c83cb5903778882e155a4f380b78c			
ERR13765441	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/041/ERR13765441/ERR13765441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/041/ERR13765441/ERR13765441_2.fastq.gz	1302366925;1336635419	c232fa8d79d3d6cc2e0400c28aa40423;29e328660afe70b2f33c335d233f0425	ftp.sra.ebi.ac.uk/vol1/err/ERR137/041/ERR13765441/ERR13765441.bam	2483767452	db1d951b5231ddd089e130785f064485	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765441/W1976_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765441/W1976_R2.fastq.gz	1378789848;1417951994	2a1c22702a52b19303fc4106f247209e;bb851f3e66e31ad38c7d67c292771740			
ERR13765442	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/042/ERR13765442/ERR13765442_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/042/ERR13765442/ERR13765442_2.fastq.gz	1813415119;1841284476	8292bf1413db69b39ae86c0324a0853b;9f3d9649a19dc5c10e26d03faa384ea4	ftp.sra.ebi.ac.uk/vol1/err/ERR137/042/ERR13765442/ERR13765442.bam	3431962125	5ad1fa6f4794679525f736bfc327658f	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765442/W2005_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765442/W2005_R2.fastq.gz	1912371137;1945158422	ebbd271eaf094dc99a4547e382318a5a;594b31153a5eaba4e85336cbbd83b588			
ERR13765444	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/044/ERR13765444/ERR13765444_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/044/ERR13765444/ERR13765444_2.fastq.gz	2308336197;2382068738	d7f87463f4302d4277b65652e8361017;5b1bdb488c802429e7838722a59ab69f	ftp.sra.ebi.ac.uk/vol1/err/ERR137/044/ERR13765444/ERR13765444.bam	4408679680	c19602bffeaf56dca89873cd31b6c74f	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765444/W2036_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765444/W2036_R2.fastq.gz	2428691409;2512801378	332969897b378683c61925182c89b689;ecebeb6bb10e9df2a3c42ce1cf9bc479			
ERR13765447	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/047/ERR13765447/ERR13765447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/047/ERR13765447/ERR13765447_2.fastq.gz	2384294950;2464537964	d3732e98c6d0f3499dd50a2b86fb49e3;9afe8c2ec14cddf7329be710e75e6fab	ftp.sra.ebi.ac.uk/vol1/err/ERR137/047/ERR13765447/ERR13765447.bam	4553715683	76a2bb5b5e4e94a82481eed756bfe130	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765447/W2064_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765447/W2064_R2.fastq.gz	2503992180;2595857137	2a9a0e6094401f978b81f93bc2414790;3f09bb45539808ed5d538483a8eae9d1			
ERR13765449	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/049/ERR13765449/ERR13765449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/049/ERR13765449/ERR13765449_2.fastq.gz	1135633455;1160946386	ea6a74bd0636814105259f1042a760bd;ef974b84def804028bce4f345a6d45f0	ftp.sra.ebi.ac.uk/vol1/err/ERR137/049/ERR13765449/ERR13765449.bam	2163540812	f52dd49616f5c177d205fa5368b4bd2b	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765449/W2099_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765449/W2099_R2.fastq.gz	1206100471;1235296882	1672e9973ca8765de8e200ddca4e42c7;6ee8769e4de029863a9d98ba768ae4f5			
ERR13765450	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/050/ERR13765450/ERR13765450_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/050/ERR13765450/ERR13765450_2.fastq.gz	1637579070;1686995212	4426ab2e0f331ead28c237f5962630d2;b2b1ce8ca2640e36463bd5aec96d3cd0	ftp.sra.ebi.ac.uk/vol1/err/ERR137/050/ERR13765450/ERR13765450.bam	3130195139	8f0ad0e23d02d8fb166a19eb16770c72	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765450/W2108_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765450/W2108_R2.fastq.gz	1733551107;1789599578	83eda2cc5f902f037560e5ccef2cc3b0;5c3ecf24cada4fcd5c3386fc0d65bfeb			
ERR13765451	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/051/ERR13765451/ERR13765451_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/051/ERR13765451/ERR13765451_2.fastq.gz	2703348880;2728331542	2aeb9a024afca07655b4ad9eb2b020a1;edbde8dd50691d0b92d2f83a30924c05	ftp.sra.ebi.ac.uk/vol1/err/ERR137/051/ERR13765451/ERR13765451.bam	5094329134	a7ffb40831bb26fb6ac0d26513280de2	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765451/W2197_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765451/W2197_R2.fastq.gz	2835191156;2866205597	11e067659f535bee2f7a9153da413cd7;e4dddcba6d804f84e3443cf24c7e009f			
ERR13765453	ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/053/ERR13765453/ERR13765453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR137/053/ERR13765453/ERR13765453_2.fastq.gz	2675150565;2738922335	e25e45e56ed87e83358706110deadcd2;2913939f443635d1b64f97e885178bb2	ftp.sra.ebi.ac.uk/vol1/err/ERR137/053/ERR13765453/ERR13765453.bam	5077659020	450ddc4136fb61196e3331cf195c203b	ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765453/W2275_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR137/ERR13765453/W2275_R2.fastq.gz	2805798335;2879731163	8d8e111fd71866872aff33a1191e262f;600ba4f0aa334441686f924095aed67d			
